text                ,category
Harish acting at clinic corridor and bath room was commendable Harish mom dialogue was well written Latif simply make all viewers to love him Appreciate the effort of this film making               ,None-of-the-above
Y this kinda classic films are not coming in theater                ,None-of-the-above
It is tha no 1 prank video for ever                ,Counter-speech
Seriously fell in love with this girl  Love u lots Malini Im here to support  Love is love  The explanation about politics with the body and telling about swamiyarschurch sister fathers and connecting it with homosexuality and asking a slipper shot question Felt the goosebumps   Lots of love from here                  ,Counter-speech
No worries Please feel free to talk to us Email address contactmagizhvanfoundationorg                ,Counter-speech
Yes she only told thatpaavam                ,None-of-the-above
4 arivu athiham bro Arivey illathavan kudutha theerputhan ithu                ,None-of-the-above
how to contact your foundation                ,None-of-the-above
Heart touching moment  End super bro dance super Akka  Wait for next part  Unexpected moments                ,Counter-speech
Nasty act God is strictly against this God once burned the whole city name Sodom and Gomorrah Its a disgrace to India Repent for your nastiness God will give grace and save you if u repent                ,Homophobic-derogation
lolthis reply section is sick one thing  let it be gay or strgt all have luf and emotions no lgbtq is wandering just to hav sex all we need is love not lust              ,Counter-speech
please make a video about hitler                ,None-of-the-above
aneesh cool So the freedom women is getting now is because of law If law was nt made then these things would have been impossible So credit goes to the law Do u think this would have been possible cauz of culture This is where we make mistake by saying women are respected Bt India is a place of two extremes Women is respected and disrespected here only now who are those women getting respect As I told already if she follows rules of culture Culture dont pray feminine energy for its uniqueness                ,None-of-the-above
A real human being                 ,None-of-the-above
Society is already hurting them when someone says dont touch me it hurts them lot Their activities may be disliked but ignore them rather than hurting                ,Counter-speech
The story is very nice to create original love and felling is best   to grate original life and like us beautiful life  Latif acting is best in really life                ,None-of-the-above
Bestest best lovely bro                 ,Counter-speech
Nice mve 5 times i watched                ,None-of-the-above
She is really a very nice person                 ,None-of-the-above
Western culture its not advisable                ,None-of-the-above
Royal Queen  Its not like just bcoz you are a women Ignore these bad words in the comment sectionthey only say it in social media not in front of your face                ,None-of-the-above
Semma Bro  Grate fully thank You                ,None-of-the-above
The human who has full  heart                 ,Counter-speech
moorthi moorthi  i understand ur feeling                ,None-of-the-above
She is soo caringhats of to u sister                ,None-of-the-above
Ashiq intha interview la pavam                 ,None-of-the-above
Lathif guy is awesome Keep it up do many movies in different role                ,None-of-the-above
When the orthodox burqa wearing woman is OK with others personal freedom I think everybody else should be OK or stop blaming burqa                ,None-of-the-above
George Shankar  thank you for your support                ,None-of-the-above
Sharik  hope they dont                ,None-of-the-above
Whos ur pair mathan gowari lol U be single in thumbnail               ,None-of-the-above
raja s  Im sorry to hear how your world view is narrow and pigeonholed into religious views I can just say I am not going to force any of my views on you I shouldnt You have the right to live however you want but that right stops when it intrudes into another person wellbeing Just like you dont want anyone to force anything on you you shouldnt force it on anyone else Thats the basic point Looking at your reply I can see that you are trying to force 1 Religion on non believers 2 Caste by default with your allegiance to Vedas  You are glorifying vedas without actually reading it Vedas confer வர்ணாஸ்ரம the disgusting way of organising people based on birth 3 Your narrow view of exclusively dual sexuality only Please read about  genders and sexuality                ,None-of-the-above
Greatwell respect and care themthey r fantastic creations of GOD                 ,Hope-Speech
Thanks for the whole team to give us a special opportunity to watch such a great movie Acting story screenplay everything was too good And such a wonderful message to all the parents Please care about your children happiness not about stupid society                ,Hope-Speech
This is not foreign culture please check mohini avatar story in Hinduism                ,Counter-speech
Congratulations to the whole team  Bold theme  Superb music by Gautam                ,None-of-the-above
Bash Reels  Yow Racist                 ,None-of-the-above
Hi friend where are you from                ,None-of-the-above
Really a heart touching after that dance                 ,Hope-Speech
Gautam bhai Your music is fabulous Trust me you will make it big very soon Cant wait tosee you making a feature film Am really happy for you Keep rocking and in whole i loved watching this                ,Hope-Speech
No Wrods Really super akka                ,None-of-the-above
She behave like a mother                ,None-of-the-above
Mohamed Ali  very good answer                 ,None-of-the-above
Transgender have beautiful heart inside dont look bad about them support them they too humans they too have feelings and life                ,Counter-speech
LeZ CHoColAtE Let s accept nature When ur doing against it all problems starts               ,None-of-the-above
Where is anchor  This is discrimination  Why she is hidden behind camera  Behindhoods  Does this               ,None-of-the-above
Hope they will                ,None-of-the-above
Penguin S aiyo he changed his opinion about lgbtnot changing him                ,None-of-the-above
From my point of view i Joint me congratulate the team for the wonderful presentation Its a great effort and will enlighten many individuals ii The storyline and the characters carried wonderful messages and awareness In general this is common in this situation however the viewer will get exposure to contemplate the perception on certain topics Some may recover from past unpleasant experiences some get an idea about LGBT and start explore some may get solutions some may realise on what was  not known some may now become well equipped to handle and accept possibilities coz we live in community iii Every individual has their rights to choose their perfect partner and prepare for committed future together iv Every couple regardless gender age race religion caste status colour etc may face challenges Its the true care and love is matters to stay strong till the end Understand and accept each other by accepting and embracing entirely including the weakness and flaws Appreciate and compliment each other and become complete wholeness felt within Hence this is blessings and be grateful                ,Counter-speech
But Honestly I wont scold her  Everyone has their right to make choices on their own will If I told you that I will marry four Women  then dont scold me for what I chose by my own will                ,None-of-the-above
She is beautiful an she is just a simple pure beauty                ,Counter-speech
Woman is a beautiful creation on earthwhich will look good for any onelove u katrina                ,None-of-the-above
They are not male or femalethey are some people with mental dosorder                ,Homophobic-derogation
Heart touch subjectGod bless your                ,Hope-Speech
Please give alok please please please please please please please please please please please please please please please please please please please please please please please please                 ,None-of-the-above
ASHIQ hoods super                ,None-of-the-above
A bear was chasing a rabbit and the rabbit was very successful at evading the pursuit God appeared before them granted them 3 wishes each The bear went first and wished for him to be most handsom bear in world The rabbit wished for a mortor bike The bear was confused and wished for the second time that he must be the only male bear in the world The rabbit wished for an helmet the second time The bear was very puzzeled this time and started to mock the rabbit how stupid he is for wasting all wishes for trivial  things he doesnt need Then the bear wished for the final time that all femal bear in world to be in his proximity The rabbit finally wished I wish this bear to become Gay and hopped onto the bike wearing the helmet and scooted away  btw this video is gay                ,None-of-the-above
LGBT ok  Wat about Q               ,Hope-Speech
havish srinivasula we think tat if schools n other institutions do not ask our caste then we will forget it    Tats a myth Do u think caste is such a small thing tat ppl will forget NO It may happen in some cities But India majority is village Ppl always remember their caste take pride in tat and discriminate others Reservation system is their to give some relief to the discriminated ppl     So root cause of reservation system is discrimination  Reservation is just a remedy to give relief  We cannot remove remedy first tat will be unfair  We should remove the root cause first Then eventually remedy will not be required And we can achieve reservation system free society                ,None-of-the-above
Make a longer Vidoe next time Its a valueble message And the editing skill and sound effects were awesome and just on time Simply a masterpiece   Loves from Malaysia            ,None-of-the-above
Anna Super  TMP Annas you consept super My heart feeling  Thirunankai is real life human being              ,Hope-Speech
Public engaged this pepel                ,Hope-Speech
Mistake of nature                ,None-of-the-above
Good comment  We should respect transgenders as another human being                ,Counter-speech
Anis Jackson you are guy lover yes or no                ,None-of-the-above
Yup her attitude is really fabulous I like her keep going on your way sister I support you always                ,None-of-the-above
If you dont interest on that Pls dont hurt they are                ,None-of-the-above
Why is it wrong to be a homosexual Nature is what also decided people to be homosexual So please accept them as well                ,Counter-speech
Part 2 iam eagerly waiting                 ,Hope-Speech
Be strong And over pray is with you                ,None-of-the-above
rohit royals you that type Or not                ,None-of-the-above
Im waiting for part 2 And congrats very nice bro                ,Hope-Speech
Bro being a doc am conveying this dont use d word genetic here there is nothing to say that this is genetically oriented                ,None-of-the-above
Ur really great akka                 ,None-of-the-above
Fowzil Rahman  its about sexual orientation and not dress                ,None-of-the-above
Pakistan country parcel panni shoot pannanum                ,Homophobic-derogation
First time  a prank show got emotional moment                ,Counter-speech
She is so cute                ,None-of-the-above
She is  very very  respectful                ,Hope-Speech
True hearted true soulthat akka shows  real love and care                ,Counter-speech
Noit is a sinbro                ,Homophobic-derogation
I really love yu Abu vaavachii cant live without yu                ,None-of-the-above
Only positive and negative attracts while same pole attracts its a defect it must be cured its not a culture These things are not a natural                ,Homophobic-derogation
I never seen movie like this  very heart touching me eye got wet very emotional really appreciate                ,None-of-the-above
Think about one generation where no male wants to live with female and no female wants to live with male It will be the end of the humans Male to male should not be attracted for sexual desires they can be friends people think this as freedom but this is not Dont consider transgender as lesbians or gays They change their sex and then they are attracted to opposite sex Dont think that whatever foreign countries do as correct We were the people who were leading culturally they should follow us not the reverse                ,Homophobic-derogation
What a painful story Pa                ,None-of-the-above
sky blue  u coming frome                ,None-of-the-above
She is so pretty                ,None-of-the-above
Soundhar Rajan  thank you                ,Hope-Speech
God bless you                ,Hope-Speech
Really amazing Thank u bro                ,None-of-the-above
Semma acting bro vera level TMP Squad                 ,None-of-the-above
Very happy to see you with so much of courage and confidence And please accept our apologies on behalf of those people who are discriminating you without any basis                ,None-of-the-above
She is not like trans but voice is like boys she is beautiful                ,None-of-the-above
God bless                 ,None-of-the-above
My life is full of problems and pain                 ,Hope-Speech
Really super Anna   Beautiful mgs and motivating speach Stay happy and make others happy always                ,Hope-Speech
I cant control my tires They r u also a mom for us  but the world is speaking badly                ,Counter-speech
Waiting for the entertainment bro                ,None-of-the-above
Yeah buddy they dont expect anything like other Just need acceptance                ,None-of-the-above
That akka is awesome                ,None-of-the-above
Red blouse aunty super speechblue short worst speech                ,None-of-the-above
Hamelton Melvin  thanks for your good response                ,None-of-the-above
Ohh woah  she is a transgender I cant believe it she look like a girl really boys can  confused oh man awesome                ,None-of-the-above
Source of thoughts Enna                ,None-of-the-above
ashok kumar  pls Share your contact details I will call you                ,None-of-the-above
First the community should start accepting inter caste wedding                 ,None-of-the-above
Heart melted video bro promise sa na aluthuten                ,Hope-Speech
That smile                 ,None-of-the-above
super bro speaking genuine                ,None-of-the-above
Thank you so much                 ,None-of-the-above
wierd தமிழன் i dont have any hesitation Bro Yes I am a muslim I wont hide my name always  Living in taminadu  i am not an Arabian India is my country I had indian passport Moreover india is a secular country Indian constitution wont interfer in citizens religious topics   Think about it                ,None-of-the-above
Face is the index of mind he is the example                ,None-of-the-above
Malini awesome speach  for adopting more than cutting  dispose baby in plastic bag                ,None-of-the-above
We have treat all as humans                ,Counter-speech
Anna salute for your video from me and my family salute TMP teams                ,None-of-the-above
Why actors only doneted more money only trending society problem personwhy r they r help baggers u also behindwoods                ,None-of-the-above
her Heart is so beautiful                ,Hope-Speech
Take an interview with THANUJA SINGGAM Please                ,None-of-the-above
After this vedio respect come for transgendersalute                ,Counter-speech
Before I watch this movie I dont know the correct meaning for LGBT But now I understand and really enjoyed this movie I think watched this movie more than 10 times within 2 days  Mother role Anupama mam what a acting mam super I had cry in many scenes especially Varun conversation with Karthik after he left from home and another scene friends are accepted Varun I like Varun acting too              ,None-of-the-above
Tmp first channel only did transgender prank really  heart touching                ,Hope-Speech
That transgender really nice but prank boy very very worst idiot                ,Counter-speech
Men who have sex with men account for the largest proportion of new HIV infections reported in Canada Canadian Red Cross Society introduced a blood donor eligibility criterion that excluded all men who have had sex with a man even once since 1977                ,Homophobic-derogation
You are looking beautiful                ,None-of-the-above
Im not  a gay but good movie                ,Counter-speech
Can we get a lesbian movie please                ,None-of-the-above
I was literally cryingwhen she called him  Again and again                ,None-of-the-above
I agree that                ,None-of-the-above
Super Anna hats off                 ,Counter-speech
Sky Moon  Your Blind Abrahamic Religions Are Totally Psycho Fools     Only Psycho Peoples Can See Jesus                 ,None-of-the-above
Azhagi have a long happy life sister                ,None-of-the-above
what is wrong if two loved people think what they want But our cultures not accept for this life  i am not a gay but i respect LGBT people very much we have to respect them accept them  latifsuper actor really praisable actor   good movie nice story and good start                ,Counter-speech
Great bro                 ,None-of-the-above
Every human on this planet has the right to live there is nothing wrong about being a homosexual as long as it doesnt hurt anyone                 ,Counter-speech
Spr   Love this prank                ,None-of-the-above
What is the name of the artist who acted as varuns mother What an extraordinary acting                ,None-of-the-above
First intro  super ra pesaniga bro unmaiyave antha akka sema good character                 ,None-of-the-above
What is mean of gay                ,None-of-the-above
Pls support the guy dont heat them i am guy                ,None-of-the-above
Can you suggest me what could have been better with Harish character                ,None-of-the-above
Superb bro good speech love is love                ,Hope-Speech
Nice one bro plzsubscribe to my channel  Lu Lu pulingo Thank u Msg me once subscribed bro              ,None-of-the-above
Priyadharshan Sekar correct                ,None-of-the-above
Yes  We have so many riddles to Solve                ,None-of-the-above
For a moment I laughed on people who really dont know what is happening in the reality Simply giving comments without humanity Love is love always Love has no gender I think people should be mature enough                ,Counter-speech
Its too bad                ,None-of-the-above
Hats off to the all Transgenders                 ,Hope-Speech
Love is Love  love has no gender Lgbt  is pride              ,Hope-Speech
Bhakavathy Adithan s                ,None-of-the-above
Thank god a happy ending and a story about true love and not sex Excellent film Thank you                ,None-of-the-above
Real god nega  transgender than                ,Hope-Speech
Wow climax mother sentiment scene made me in tears                ,None-of-the-above
Grace New Covenant Church Augustin Jerald  u too will have the ashirvad of gods everytime                ,None-of-the-above
Hi bro Your giving great message  Dont talk bad about transgenders Every soul have feelings and pains be humanity                ,Counter-speech
Her point of you in a right path i support her                ,None-of-the-above
Love Love hai                ,None-of-the-above
Riya H straight only                ,None-of-the-above
Vera level Bro wish you all the best                ,None-of-the-above
Bro Vera level acting bro You made me to cry TNP army                 ,Counter-speech
Vera level hats off to u  akka                ,None-of-the-above
Can u discuss about bermuda triangle                ,None-of-the-above
Vere level  Nice prank Nala varuvinga by  tmp army                ,Hope-Speech
Mathan S yes dear Jesus show some mercy to me mathan as well                ,None-of-the-above
omg they deserves a huge respect in our society                ,Hope-Speech
We should not encourage this judgment  because if u keep have  with same gender how your family will grow  What about children Leave about the country   God has given opportunity to live with boy and girl only in this world   Not same gender                ,Homophobic-derogation
Why everybody confusing thiz with culture It got nothing to do with culture Its just natural as well Western countries have this clarity Whereby we don have            ,None-of-the-above
Super movie hatsoff to the entire team members                 ,None-of-the-above
I hav seen dis movie when they screened in the Chennai Rainbow Film Festival It stands example for SIMPLY THE BEST                ,None-of-the-above
Bro please release part 2 as soon as possible                ,None-of-the-above
USA person is a true gay Indian person who is forced to be a gay Sort of breakup story                ,Homophobic-derogation
Keerthana Jayavel thanks for supporting sister                 ,None-of-the-above
What an energy  Brilliant Humans                ,None-of-the-above
Please support this genuine channel                ,Hope-Speech
You father is getting by homosexual then how to you born in the world Your speech was not justice for human being very talented So your homosexual thinking created and developed by yourself and by your living situation Thats your problem so dont criticize to anybody for this issues Peoples be allotted and keep to distance of this type of guys I advise to all the peoples especially for young generations This is our culturally very bad and worst activities and Gods is not creating this type of homosexual mans and lespian womans                ,Homophobic-derogation
Sathiya Seelan  you sound funny right now First you said no animals do this so I gv explanation for that actually saying that yes theres homosexuality in 450 over species Now you are the one saying why human want to follow it can you see what youre doing You are not even sticking to your own arguments lol Dont forget humans come from animals as well sir We might be intelligent than them but we come from them we can hv their instinct present in ourselves                ,Counter-speech
Because more marriages born out of love lesser the anger therefore lesser abuse                ,None-of-the-above
Great Interview Dhanush style speech                ,None-of-the-above
She exactly looks like a female                ,None-of-the-above
One of the good movie                ,None-of-the-above
Im not offended on your opinion  because different people have different opinions From your point of view culture is the main concern but decisions cannot be made based only on culture there are various other aspects too All of them should be considered                ,None-of-the-above
Super Good explanations Everyone should watch this                ,Hope-Speech
Scripted This isnt a prank                ,None-of-the-above
I am crying                 ,None-of-the-above
Mani Shankar Iyer  superb sir Iam not gay But some sort awesome feel After seeing this movie Can I see u U r from                ,None-of-the-above
She is So cute                 ,None-of-the-above
Black Onyx  ‍‍                ,None-of-the-above
check this TMP FANS                ,None-of-the-above
Malini sister superb your speech I like you and I love you and good luck                ,None-of-the-above
Talk about what is Halal in Islam                ,None-of-the-above
why is it not right Love is love Everyone must have the right to live whoever they want irregardless of race or gender                ,Counter-speech
Great Yesu as always Gets more emotional while watch fully U already started achieves ur successes anna Hats off to u             ,None-of-the-above
U r really great ma                ,None-of-the-above
Well done Mani You have handled very sensitive issue sensibly  Particularly the dialogues are really appropriate Background score was excellent KEEP IT UP MANI                ,None-of-the-above
What kind of joke is this brother This isnt right                ,None-of-the-above
Super salute for humanity                ,None-of-the-above
could u please say its name  its difficult for me too find                ,None-of-the-above
Semaa story lalif role is  awesome sema                ,None-of-the-above
Y u came to this channel r u resigned ur job in gallata ahsiq                ,None-of-the-above
Dev sri Muthu Its Viknesh or Vicky Hahaha hey                ,None-of-the-above
This is the prank showthe boys act like a transgenderin there house they not understanding his problemso he explain about his problem to transgender mother    So she  tell dont feel about this it is a natureshe helping and feeling for that boy                ,None-of-the-above
that blue tshirt brother  317 is the random sample for most of the people thinking about LGBTQ they know not what they think but they think whatever they think is right                 ,None-of-the-above
Sensitive beautifully underplayed portrayal by all actors  mum dads sons priest psychiatrist and others No over the top acting or intrusive sound effects to spoil our enjoyment For that a big highfive to Manishankar Iyer Found myself wiping a surreptitious tear or two                ,None-of-the-above
Sheik Dawood The so called Indian culture youre talking about is nothing but ageold Victorian era morality It has nothing to do with Indian culture Ancient India accepted all kinds of sexualities Hindu mythologies and Khajuraho are examples of that                ,Counter-speech
True affication true love  I love  this flim                ,None-of-the-above
Behindwoods Air kindly turn off the commenting for these types of good interviews When people dont understand their life its better not to be commented                ,None-of-the-above
Get well soon brotherGod bless you                ,None-of-the-above
Yeah of course  I have an  example    areas   in  coimbatore like ghadhipuram  local  busstand  it happens in night  time                ,None-of-the-above
weird தமிழன்  I think better to not answer your question rather than argue with you who raise theri hand to support this kind of laws I am blessings them safe journey with hell I think you have to find a good boy to you Good luck                 ,None-of-the-above
In India LGBT was practiced and had rules favouring them  too  British being a homophobic country during that era when conquered India they abolished that  system and made LGBT illegal and those who considered themselves gay bi or lesbian were mentally abused and physically tortured by the British and indian psychiatrists or other medical practitioner This happened even in the own country  In the end those LGBT people were called mentally ill and they commited suicide   I personally liked this video eventhough Im straight But after watching Ben Shapiro and Jordan speeches and reading their books  peoples views about concept of homosexuality will definitely change  only if positively taken I have great respect for homosexual people and their feelings  And finally I believe that homosexual people in India do not act like those Western people What they are demanding was absolute trash  Good day                ,None-of-the-above
Im very clear to This after see u r video bro super keep                ,None-of-the-above
First hatsoff this videos supernext vadivel dai enada sinugura                ,Hope-Speech
Malini mam super speech I am a stright but I support homosexual community  all ltbt community pepole dont feel about them we live our life for as only dont brought them                 ,None-of-the-above
congratz bro for 90k subscribers cheers                ,None-of-the-above
Shes a documentary writer Film maker and LGBTQ supporter Very bold girl                ,None-of-the-above
just because its made legal docent means its right                ,None-of-the-above
These people support homosexual because they do not want to take responsibility like childrenjust live without any use                ,Homophobic-derogation
U tried to prank a normal girl but unfortunately it was a transgender so u changed the whole play Whatsoever this video has turned out to be  a chance for understanding their feelings Be careful when u try to prank Dont do everything for views and money                ,Transphobic-derogation
Its unfortunately very difficult to be accepted for people on some countries especially for religious countries where people mostly are so religious and just following the dogmas and religion rules  I feel very sorry for LGBTQ people living in those kind of countries  their life is not really life but just following other people will  They cannot be themselves                ,Counter-speech
aneesh cool now can u stop this feminism thing I really dont know wt is femisnism Im saying seriously I dont knw I never read abt it Im a human bt culture sees me just as a weak women Im questioning this culture So wt are u trying to say feminism is wrong and patriarchy is correct Again and again its u who is calling me feminist Feminism is just a movement u cant relate ur self as a identity Just like low caste people are questioning the discrimination Im asking the same thing Just cauz Im woman u calling me feminist I cant do anything                ,None-of-the-above
This is wrong against India                ,None-of-the-above
Ashiq i like ur way of speaking and ur comments Casual boy like it                ,None-of-the-above
U have come out already by posting this jus be brave sis                ,None-of-the-above
This is simply amazing  Suggested by one of my frnd who s a gay  I dont believe in these kind pf relationships but after watching this  i feel happy  It would be better if i get a chance to talk to character latif  can anyone pls arrange                 ,Hope-Speech
Lovely movie Love is common                ,None-of-the-above
Madhan anna homosexual is wrong thing it have been proved this is not genetic pblm this is a kind of bad habit for eg if a person has smoking habit tht man can overcomes this habit Likewise it can be  overcome who the person are homosexual  if the homosexual takeplace the sperm frm men  the ovary for women can be affected it cause death of small child   this is also a kind of murder                ,Homophobic-derogation
தாய்க்கு நிகர்நிலை  Shes a really great mother good soul live long Dr mom   to the team keep on doing good things like this do ur best  spread humanity and love                 ,Counter-speech
Hats of bro                ,None-of-the-above
Jee Va  U WhatsApp number send me                ,None-of-the-above
Dont give freedom for this type people  Wast very bad culture                ,Homophobic-derogation
Love is a first and never ending words of the whole universe                ,None-of-the-above
thank you sir we   are also needed support only                ,None-of-the-above
Bro talk about cyborg                ,None-of-the-above
Hello my friend I wish you find a person very soon                ,None-of-the-above
my age 18                ,None-of-the-above
Bro I heard from my teacher that the reason why India was captured and illtreated by British for years  is because of a group of men raped a British lady is that true                 ,None-of-the-above
She 100 more Beautiful than transgender meera mitun                ,None-of-the-above
What ever best clear explanation                 ,None-of-the-above
such a beautiful movie                ,None-of-the-above
They r great                ,None-of-the-above
I am waiting bro                ,None-of-the-above
10381050 fact fact uh such a daring speech hats of u                ,None-of-the-above
Bro antha திருநங்கை vera level I salute bro God bless u in திருநங்கை                ,Hope-Speech
Till now we enjoyed your video but you changed us to think all people are not like others thanks all love you                ,Counter-speech
all taboed topics are interesting                ,None-of-the-above
Lack of sex education                ,None-of-the-above
Prateekshaa  I didnt say its based on medical science reports I said in the hearing of so many years the judges have also considered the medical science report inroder to give this final judgement Which means we should all respect it and treat them equally Forts of all we should stop saying we need to treat them equally because we are literally nobody We arent doing a favour by treating them equally They have all the right to be treated equally Rather we do not have the right to discriminate And as far as my previous comments are concerned when that guy said people gays are converting others as gays I said nobody can convert anyone gay And if sex is forced whether its by a gay or a straight guy its still an offence And thats true                ,None-of-the-above
Speech Semma u r the intelligent                ,None-of-the-above
Really super sister                ,None-of-the-above
Respect all                 ,Hope-Speech
Twats  They got no idea what they are celebrating Just going what everyone in the west is doing  Just to be in                ,None-of-the-above
Govt must appoint a thiru nangai police to arrest these people                ,Homophobic-derogation
Verrey nice beautiful                ,None-of-the-above
Your will be happy                 ,None-of-the-above
Thank you for watching this                 ,None-of-the-above
Really no words to say bro                ,None-of-the-above
we respectyou kinda peoples                ,None-of-the-above
Well directed on a subject with lot of stigma in the society                 ,None-of-the-above
Its really amazing                ,Hope-Speech
How to get extraordinary brain powerpls put the video Anna                ,None-of-the-above
Muhammad AzeemSH the examples given by you are doing intentionallythey r not natural u have misunderstood my words if u talk with any lesbian n gay about this u may understand I think                ,None-of-the-above
OMG this peoples narrow mindset is ridiculous We all are human beings we have our rights and choices to choose our sexuality Theres no shame to be a part of LGBT PS government has brain thats why our government made it legal                ,Counter-speech
Malini sis  everytime u speak u proves that u r a human with humanity respect    is   avoid hate comments those who comment hate comments are the next murders of a beautiful soul  meant will be a reason for homosexual persons suicide if they find one in their family              ,Hope-Speech
Thanks a lot                ,None-of-the-above
Hope good happens to you Study and earn well leave independent               ,None-of-the-above
I am very glad that I did my documentation on transgenderslooking forward for more reforms by government and society                ,None-of-the-above
Im waiting for part 2                ,None-of-the-above
054ithukaaga subscribe pannitakeep doing your great works bruh                ,Hope-Speech
She was darkbut suddenly she became fair                ,None-of-the-above
do you even know what section 377 is I suppose not do everyone a favour and Google it                ,None-of-the-above
Im proud to say tat im transgender                ,Hope-Speech
dont hurt anyone ‍                ,None-of-the-above
Bharath Karthikeyan people give weird looks if even boy and girl talk about it in public    Ppl shud talk abt it privately                ,None-of-the-above
Sanjiv a this is the problem why must see this point of sex See this as a relationship beyond boundaries                ,None-of-the-above
Can you pls give the mic to homosexual ppl and ask how they feel  Will the camera turn tat side as well                 ,None-of-the-above
Vera level tharamana sambavam thalaivaasss hats of guys for your whole team waiting for part2                ,Hope-Speech
Kayathri Devi true he sounds as if he is an amature and just over exited of interview presentation means everything there is lot of difference between malinis way of presenting and others I am not surprised why youre disgusted                ,None-of-the-above
Hatts off sister Ur love towards a girl is really so good The feel towards a girl is so good I respect it                ,None-of-the-above
They are bastards morning 4 o clock they are starting collections if am sleeping also they are waking me assholes                ,Homophobic-derogation
Awsome act which makes the film more realistic and super dialogues that convey the attention to hear it  Extremely super sir                ,None-of-the-above
One cannot turn gay or lesbian by encouraging Thats the point of the interview Its a natural thingif u gay then u r born gay U just take time to notice it People need education Thats it She is not encouraging u become gay She is asking us to let her live as Other normal humans would be                ,Counter-speech
dont leave everything to society and anyways people today have lots of works to do Sp no one is really bothered to peep in others personal lifeu can maintain ur privacy with the help of ur partner and parentsinstead of assuming something will happen and society will interfere it is better to take a chance for ur life in secured way                ,Hope-Speech
Muthukumar P hi friend  semma movie                ,None-of-the-above
Congrats that guy                ,None-of-the-above
A small correction broIts not article 377 bro Its ipc section 377                ,None-of-the-above
God bless you Wishes for success in life                ,None-of-the-above
Love u bro what a Manly voice and sexy I love you‍‍‍                ,None-of-the-above
Yes I am also alone my life                ,None-of-the-above
She is beautiful                ,None-of-the-above
Anyway Good friendship only possible LGBT marriage                ,Hope-Speech
Hats off bro  advance 1millon subscriber vara vaazhthukkal                ,None-of-the-above
Sister U r very intelligent and beautiful As U requested Govt   public should accept yr physical conditions  help u                ,None-of-the-above
Visuvanathan swamynathan  already planned to help others  coming days will start doing it already doing it                ,Hope-Speech
Super I like that ‍‍‍‍                ,None-of-the-above
Anna plzz make a vedio about Bose who is alive or dead                ,None-of-the-above
All the very best Sagoo                ,Hope-Speech
Its human beings becoming  animals Even animals resort to this practice only during nonavailability of a suitable partner                ,None-of-the-above
Premnath T same goes to u Clown                ,None-of-the-above
Iam also your subscriber my Id ask 5532r                ,None-of-the-above
Everything here is taboo Shhhh                 ,None-of-the-above
Nishanthini Krishnamoorthy  wat happen                ,None-of-the-above
Whats your father response n reaction                 ,None-of-the-above
it was the courts that decriminalized it not the government                ,None-of-the-above
High class and educated people Good looking people only accepted this kind Middle class and cultured people  Like dusky skin people not accept  Because all r depend on money and skin tone                ,None-of-the-above
Video about bharathiyar                ,None-of-the-above
Ilyas Hilmy this is nature u idiot                ,None-of-the-above
suvitha shree ya i wont  use bad wordsthanks for ur advice                ,None-of-the-above
ARJUNE VASANTHARAJAN If you dont acknowledge the gender issue how will you resolve it  This video is a good start                ,None-of-the-above
Brilliantly tapped on the sensitive facts n the way to goAmazing film                ,None-of-the-above
Worst thirunangai idiot che go way                ,None-of-the-above
I just cried after seeing this                ,None-of-the-above
Pavithra DM LGBT means                ,None-of-the-above
She look like actress rthyvika                ,None-of-the-above
SELVA KUMAR  contact number message to me                ,None-of-the-above
The best interview I ever seenthank for this wonderful video                ,None-of-the-above
Impressed maliniyur attitude yur gutsyur speech everything was awesome love yugod bless yu all the best                ,Hope-Speech
Lateef is so cute and intense I would marry you at the drop of the hat buddy if you are gay that is  good bless both of you and the actors                ,None-of-the-above
This is the first time Ive seen movie on gay relationship superb                 ,None-of-the-above
Very great sister                ,None-of-the-above
I think it is Galata oda another media                ,None-of-the-above
She is aa god  literallyy                ,None-of-the-above
So beauifull and அவங்க ரொம்ப nallavanga                ,Counter-speech
She looks like girl voice konjam difference irundha maybe everybody will be happy                ,None-of-the-above
I want saw your parents bioand your 12th mark full name madan Gowri aaGowri yarumarriage eppo                ,None-of-the-above
So wt one day everyone going to die                ,None-of-the-above
Good eye opener Very crisp and clear delivery of thoughts Keep going                ,None-of-the-above
Gay marriage is possible in todays society                ,None-of-the-above
Really very feelheart                ,None-of-the-above
Congratulations  LGBT friends                ,None-of-the-above
Stupid just try to understand science and other feeling and commentdont apply your foolish thought                ,None-of-the-above
Saranya  u r not getting one thing As long as reservation system is there in the society no one forgets their caste Everywhere ppl would be asking for caste from hospitals education govt jobs everything is related to caste bcos they need this caste for reservation purpose Imagine if there is reservation concept why do any one need to mention their caste Probably after 2 generations no one even remembers what caste they belong to as they would never ever used the caste for any purpose Even the grt Ambedkar said  this reservation concept should be temporary but for political purposes this is being a major thing                ,None-of-the-above
TryyMute la vachu Paarunga shes Elegant and Beautiful                 ,None-of-the-above
The doctor who operated her has done a wonderful job                ,None-of-the-above
She is very beautiful and very kind                ,None-of-the-above
Bro speeck about justin bieber                ,None-of-the-above
Desi Gamer  if you want to question him ask him no need to taunt through religion And the question you asked for was correct                ,None-of-the-above
Moitheen Moitheen  ya                ,None-of-the-above
