text,category
സഹോദരാ ഇസ്ലാമിക കാഴ്ചപ്പാടിൽ ഇതിനൊക്കെ പരിഹാരം ഉണ്ട് ഉദാഹരണമായി محرمات വിവാഹ ബന്ധം പാടില്ലാത്തവർ തമ്മിൽ ബന്ധപ്പെട്ടാൽ ചിലപ്പോൾ ഉണ്ടാകുന്ന കുട്ടികളാണ് ഈ മൂന്നാം ലിംഗക്കാർ,Transphobic-derogation
markx jawlzzz Itch guard veno Entammo kadi sahikkan vayye,None-of-the-above
Then ningal engane marriage kazhikkum,None-of-the-above
Dimple Girl ഇപ്പൊ ഞാൻ ഇത് കണ്ടല്ലോ പിന്നെ പ്രാർത്ഥിക്കുമ്പോൾ തന്റെ തള്ളയെ തന്തനെയും കൂടി ഉള്പെടുതിക്കൊടി പൂ ളെ,None-of-the-above
പക്ഷേ പ്രോത്സാഹിപ്പിക്കരുത്,None-of-the-above
Pavam pidicha penkuttikaleyum pinju kunjungaleeyum pichi cheenji maatakamaay pidipich konnavanmaar alle satyattil aanungalude vilayum perum nashtappeduttunnat Ivar ivarkk istamulla alodoppam jeevikkunnu atengane aan anungalude peru nashtapeduttuka,None-of-the-above
Shanibha Pk പറഞ്ഞത് ഗവേഷകരാണ് ഞാനല്ല,None-of-the-above
aru paranju illan,None-of-the-above
Concept kollam braveness abaram thanne pashe kure koodi nannakkamayirunnu,None-of-the-above
വെറുതെ അല്ല നാട്ടിൽ പെണ്ണിന് ഷാമം വരുന്നത് അതുകൊണ്ടായിരിക്കും ,None-of-the-above
308 perude kuru potyy sisterDislike adichuAvarku Enthu gulika kodukum,None-of-the-above
Aa കൊച്ചു പ്രായത്തിലു ഉണ്ടാകുന്ന അനുഭവങ്ങൾ orientation ഇഷ്ടങ്ങൾ ഒക്കെ മാറ്റാം,None-of-the-above
Dee JayPJ അപ്പൊ സ്വാമിയുടെ ഡാഷ് വെട്ടിക്കളഞ്ഞതൊക്കെ മറന്നോ എല്ലാരും ആരാ വെട്ടിയെ ഉസ്താദാണോ ഒസ്സാൻ അന്തസ്സായി മുസ്ലിങ്ങളുടെ വെട്ടുന്നുണ്ട് ഇതാങ്ങാനാര്ന്നോ ഉസ്താദ് മാരെ കുറ്റംപറയാൻ വന്നേക്കുന്നു,None-of-the-above
Njaan lesbian guy relation e kuttapeduthunnilla but ath cure cheyyan kazhiyumengil athalle nallath i mean better,Homophobic-derogation
ഇതെന്ത് മൈര് ഇവർക്ക് കുട്ടികൾ ഉണ്ടാവോ ,None-of-the-above
Rathriyil avan eranginadannu kanunnavarodu anavasyam chodhikunnatho,None-of-the-above
Transgender  ആണ് പെണ്ണാകുന്നത് transwomen പെണ്ണ് ആണാകുന്നത് transman Gay  ആണിന് ആണിനോട് മാത്രം atraction ഉണ്ടാകുന്നു Lesbian  പെണ്ണിന് പെണ്ണിനോട് atraction തോന്നുന്നു Bisexual  ആണിനോടും പെണ്ണിനോടും ഒരേ പോലെ അട്രാക്ഷൻ തോന്നുംbisexual ആയ ആളുകൾ ആണും പെണ്ണും ഉണ്ട് ചില പെൺകുട്ടികൾക്ക് ആണിനോടും പെണ്ണിനോടും താത്പര്യം ഉണ്ടാകാം അതു പോലെ ആണിന് പെണ്ണിനോടും ആണിയോടും ഒരേ സമയം interest തോന്നും,None-of-the-above
ഇത് പോലെ ഉള്ള വീഡിയൊ ഇട്ട് ജനങ്ങൾക്ക് എത്തിച്ച് കൊടുക്കുന്നത് നല്ല കാര്യം ഫുഡിന്റെ റേറ്റ് പറഞ്ഞില്ല അതും പറയാമായിരുന്നു ഫുഡ് കഴിച്ചില്ലെ ഇനി അടുത്ത വീഡിയൊ വരട്ടെ,None-of-the-above
ഒരു ആണ്കുട്ടിയ്ക്ക് പെണ്ണാണ് ഇണയായി വേണ്ടത് ശരിയാണ് അവർ ഹെറ്ററോസെക്ഷ്വൽ ആണെങ്കിൽ മാത്രം,None-of-the-above
Ennalum kanumpo,None-of-the-above
Renjumma മുത്താണ് ,None-of-the-above
Sreelakshmi Suresh eniku agane oru Kutty undayal chikilsa undegil athu cheyyum Counseling kodutho eganeyegilum maatti edukkan sremikkum Athinu otta karaname ulloo ഞാൻ  oru daiva viswasiyanu Athu kondu jedika asakthikale support cheyyilla,Homophobic-derogation
Palathum Eni kanan Kedakunnea ullu wait and seeee,None-of-the-above
Muhammad abid kt anthina anum anum kalliyanam kayikunne,None-of-the-above
Saree edutha purushanmaar ,Transphobic-derogation
Sree കുന്ദൻ  kurach hype akunno charchaennoru samsayam,Homophobic-derogation
anoopanoop anoop നിങ്ങളുടെ വീട്ടിലല്ല താമസം നിങ്ങളല്ല ചെലവിന് കൊടുക്കുന്നത് പിന്നെ അവർ അവരുടെ ജീവിതം എങ്ങനെ ജീവിച്ചാലും നിങ്ങക്കെന്താണ് ഹേ അന്യന്റെ കാലിനിടയിൽ കണ്ണും നട്ട് കുത്തിയിരുന്ന് കമന്റടിക്കാൻ ഉളുപ്പിലല്ലേ,None-of-the-above
അൽ ദുരന്തം spotted ,None-of-the-above
Enikku ee BYE  parayunna reethiyaanu ishtam,None-of-the-above
DeEp wOsgA നിവിൻ എസ് എൻ ആക്ടർ പ്‌റൂവ് ചെയ്തത് മൂതോനിൽ അണ് He was an entertainer of course എന്തൊക്കെ പറഞ്ഞാലും dq പൃഥ്വി ഫഹദ് പോലും ഇതുപോലെ ഒരു പെർഫോമൻസ് ചെയ്തിട്ടില്ല of course,None-of-the-above
Midhun K Madhu മച്ചാനെ ലവന് വിവരം ഇല്ല അതുകൊണ്ടു പറയുന്നേ ആണ് കാര്യം ആക്കണ്ട,None-of-the-above
Friends Kitchen ഇത് നമ്മുടെ സംസ്ക്കാരമല്ല അതുമല്ല എല്ലാ മതങ്ങളും ശക്തമായി എതിർക്കുന്ന ഒന്നാണ് സ്വവർഗ്ഗ രതി പിന്നെ ഒന്ന് ചോദിച്ചോട്ടെ നിങ്ങളുടെ വീട്ടിലെ ഒരു ആൺകുട്ടി ഇങ്ങനെ ചെയ്താൽ അംഗീകരിക്കുമോ ഒരിക്കലും ഇല്ല എന്ന് ഞാൻ തീർത്തുപറയാം കാരണം ഇത് കേരളത്തിലെ രണ്ടാമത്തെ ഗേ വിവാഹമാണ് രണ്ട് വിവാഹവും ഇവരുടെ കുടുംബം ശക്തമായി എതിർത്തതാണ് ഇവർ സ്വാന്തം വീട്ടിൽ നിന്നും പുറത്താണ് നിങ്ങളുടെ വീട്ടിലാണ് ഇങ്ങനെയെങ്കിലും എങ്ങനെ നിങ്ങൾ പുറത്തിറങ്ങി നടക്കും ആളുകൾ കളിയാക്കി ചിരിക്കില്ലേ,Homophobic-derogation
തെന്നൽ ചാരുത correct mole,None-of-the-above
സൂപ്പർ ചർച്ച അവരും മനുഷ്യരാണ് എല്ലാവരുടെയും പോലെ അവകാശം അവർക്കും ഉണ്ട് അവരെ അംഗീകാരിക്കാത്ത ദൈവം എന്ത് ദൈവം,Hope-Speech
കൊല്ലുക ഇത് പോലെ കുറെ തായോളികൾ ഉണ്ട് സമൂഹത്തിൽ കയ്യിൽ കിട്ടിയ ഒരു ദാക്ഷണ്യവും കാണികണ്ട അടിച്ച് ചെവിക്കല്ല് പൊട്ടിച്ചോണം ആണും പെണ്ണും കെട്ട ശവങ്ങൾ,Homophobic-Threatening
Like അടിച്ച കുണ്ടന്മാരെ സലാം  ,Homophobic-derogation
Degi Jose എന്ന് കരുതി ഇത് ഒരു വല്ലാത്ത മേക്കപ്പ് ആയിപോയി കേട്ടോ ഇത് കണ്ടിട്ട് പേടിയാണ് വരുക എല്ലാരും ഒരുപോലെ ചിന്തിക്കില്ല ,None-of-the-above
Dee JayPJ aadyam nee ninde thanthede kayyil ninn rakshapped,None-of-the-above
Renjeev Rococo Ennnano iyalde vicharam ennl iruttil kazhinjho iyalu paryunnathum comment cheyunnathum ellam shit  shit ennu thanne aanelloAppo swanthmyittu manasilakki enn njan karuthiyathu Anyway ini ithinu reply yachu nookiyirunna avide nookiyirikkathe ollu karanam oru praavishyam shit ine chavittu thechathanu athine pinnum pinnum chvittn thaalparymilla,None-of-the-above
റഹിമെ നിന്റെ മനസ്സ് മാറ്റിയത് പടച്ചോൻ ആണ് ഉമ്മാന്റെ യും ഉപ്പയുടെയും ദുഹ പടച്ചോൻ കേട്ടു കാണും,None-of-the-above
Correct കാമം ellaarum cheyyunnund but marriege Enna concept nod verupaannI mean ഗേ marriegesex hostel um gulf lum nadakunnundbut they married a girl,Homophobic-derogation
M Shafeequebabu കുന്ദൻ maarude kaaryam paranjappol ninakkenthaa ithra chorichil,Homophobic-derogation
പരിഹസിക്കണ്ട ഇത് ലോകാവസാനത്തിന്റെ ലക്ഷണം തന്നെ ആണ് ഒരു സമൂഹം allhahuval നശിപ്പിക്കപെടാൻ പോകുന്നതിന്റെ ലാസ്റ്റ് സ്റ്റേജ് ആണ് സ്വവർഗ രതി ഖുര്ഹാന് വിശ്വാസo ഉണ്ടങ്കിൽ വായിച്ചു നോക്ക്,Homophobic-derogation
ഇവർ ഇങ്ങനെ പെണ്ണ് aayi ജീവിച്ചാലും oru family ഉണ്ടാക്കാൻ ഇവർക് പറ്റുമോ Njan ഇവരെ കുറ്റ പെടുത്തുന്നതല്ല Kaliyanam കഴിച്ചാൽ oru കുട്ടി ഉണ്ടാകില്ല ആകെ ഒരു ജീവിതമേ ഉള്ളു അത് ഇങ്ങനെ കളയണോ എനിക്ക് ഇനിയും മനസിലാകുന്നില്ല ഇവർ എന്തിനാ ഇങ്ങനെ ജീവിക്കുന്നതെന്ന്,None-of-the-above
KundanadikaareBest of luck ini swastamaai kundanadikkaa ningakum e aagoshathil pangedukkaa jai kundans,Homophobic-derogation
അകറ്റിനിർത്തുന്നത് തെറ്റാണു താനും എന്നാൽ അവർ സ്വയം ഈ സമൂഹത്തിന്റെ പൊതുവികാരം ഇവർമ സി ലാക്കാൻ ശ്രമിക്കുന്നില്ല എനിയ്ക്ക എല്ലാ അവകാശങ്ങളും ലഭിയ്ക്കണമെന്നു ശഠിക്കുന്ന പോലെത്തന്നെ അവരുടെ വേഷവിധാനങ്ങൾ സ്ത്രീ സമൂഹത്തെത്തന്നെ അവഹേളിക്കുന്നതാണ് പുരുഷനെ കാമവികാരങ്ങൾക്ക് അടിമയാക്കുന്ന രീതികളും ശരിയാണെന്നു പറയാൻ കഴിയില്ല ഇതിനൊരു മാറ്റം വരുത്തേണ്ടത് വളരെ യാഥാർത്യ മാ ണ് ,Transphobic-derogation
DR ANCY ivare veettil keettumooo,None-of-the-above
മൂന്നാം ലിംഗക്കാർ ജീവിക്കട്ടെ  പക്ഷെ,None-of-the-above
Enik Oru doubt appo ivar girls kannumbo Oru vikkaram onm varrile personal doubt Annnigalkum undavum enn ariya,None-of-the-above
അങ്ങനെ നടന്നാൽ ഒരുപെണ്ണിന്റെ naturality ഇല്ലാതാവും അതിനു വേണ്ടി ഓവർ മേക്കപ്പ്,None-of-the-above
Evar face shave cheyyar undo,None-of-the-above
Ente chodyam pinne enthina god sthreekale srishtiche,None-of-the-above
myrr kuddenmaark oru kunnem support cheyoola,Homophobic-derogation
Homosexuality എന്താണെന്ന് ഇനിയും മനസിലാക്കാത്ത ആൾകാർ ആണ് നാട്ടിൽ majority,None-of-the-above
Make up illankil pennine aanu pennu aayit thonnuka aaninu pennu aaknel makeup aavshyamanu 9,Transphobic-derogation
Nite I thalayile alu thamssam ilada p,None-of-the-above
Neeyum support aano sukanya,None-of-the-above
Jebin Ajmal ok sammathichu njan paranjathu manasilaayi kaanum  Athinu swaraj ariyeri enna 9 thinte marupadikku enthu parayanam,None-of-the-above
Sreelakshmi Suresh same കാമം bendhagal cheytu jeevikkunntu kondu endhu gunamanu samoohathinum kudumbathinum agane cheyyunnavarkkum lebhikkuka ,Homophobic-derogation
chanthupottukal mairukale nattilninnum adichu odikkanam,Transphobic-derogation
Mohammed Mirshad penkutikalk joliyum panavum illenno lost 3 brain cells after reading that,None-of-the-above
ni poda kaka kunda,Homophobic-derogation
Indian history Islamic convertion oke sangi ezhuthiyath ala Sathyam Ann,None-of-the-above
അതിലിപ്പോ ഒന്നും ചെയ്യാനില്ല,None-of-the-above
Sabeer Kooku saramilla suhruthe Ningalk ulkollan kazhinjilenkil athu angane edutja pore Poyi chaakanoke parayenda karyam undo Avar santhoshathode jeevikate Thaangalum jeeviku,Hope-Speech
But ethkondo egane kelkkumbo disgusting Anu,None-of-the-above
എന്തു സമൂഹമാണ് നമ്മുടെ ഇതിനൊക്കെ ന്യായീകരിക്കുന്ന കുറെ മനുഷ്യരും കഷ്ടം,None-of-the-above
Kalippan kanthari vishayam onnu cheyyamo,None-of-the-above
Sreelakshmi 1999 athu thanaya njan paranjathu avarku angane makeup ittu nadakumbol labhikunna santhoshathinanu nammal vilakalpikendathu allathe ningal ee parayunnathu pole athoru kuttavum Alla Avare engane nadakanam ennu parayan ningalku eniko yathoru avakashavumilla,None-of-the-above
നല്ല രീതിയിൽ മാന്യമായി ജീവിക്കുന്ന സ്വവർഗ്ഗ സ്നേഹികളെ സമൂഹം കാണേണ്ടതുണ്ട് Unfortunately പകൽ മാന്യൻ എന്നു വരുത്തിതീർക്കാൻ ശ്രമിക്കുന്ന ചില ആളുകൾ അവരാണ് യഥാർത്ഥ സാമൂഹ്യദ്രോഹികൾ ആണുപെണ്ണും ഒരുമുച്ചിരുന്നാൽ കുരുപൊട്ടുന്നലൻമാരാ പിന്നെയാ നമുക്ക് എല്ലാവരെയും വേണം And for that The parliament should set up a constitutional Body with necessary Amendments under the name The National LGBT And Transgender welfare Commission സുപ്രിം കോടതി വെട്ടിക്കളഞ്ഞ 377 സെക്ഷൻ ഇങ്ങനെയുള്ള ഭിന്നലിംഗക്കാരെ ഉപദ്രവിക്കുന്നവർക്ക് ശിക്ഷ വ്യവസ്ഥചെയ്യുന്ന തരത്തിൽ മാറ്റി എഴുതണം മാറ്റം അനിവാര്യമാണ്,Counter-speech
Ninne aanu chikisikkendath,None-of-the-above
ഇതിൽ ആരുടെ കൂടെ നിൽക്കും,None-of-the-above
Yonatan Noa Tamar നിന്റെ തള്ള നിത്യം വരാറുണ്ട് ഇവിടെ പല സ്ഥലത്തും കുണ്ടിക്ക് അടി കിട്ടാൻ,None-of-the-above
ബാക്കിയുള്ളവർ കുറേ ആളുകളെയും അവരുടെ സന്തോഷ വും കാണുന്നു അപ്പോഴും ഇയാളെപ്പോലെ ചിലർക്ക് ദ്വാരം ആണ് ചിന്ത ,None-of-the-above
shamon Arshad veedevide,None-of-the-above
Varun Punnala നല്ല ഒന്നാന്തരം ന്യായികരണം നാളെ മുതൽ എല്ലാവരും ഇങ്ങനെ തന്നെ ജീവിക്കട്ടെ പെണ്ണുങ്ങളുടെ ജീവിതം രക്ഷപ്പെട്ടു അല്ലങ്കിൽ ഇതിനെ പോലുള്ളതിനെയൊക്കെ പെണ്ണുങ്ങൾ സഹിക്കേണ്ടി വരും Cultural fellow,Homophobic-derogation
അതെ നമുക്ക് മാറാൻ പറ്റും ,Hope-Speech
Chechiiii parayathe vayya you are reallyyyy poliiii,None-of-the-above
ഞാനൊരു ദിവസം കോഴിക്കോട് വന്നപ്പോൾ പെട്ട് പോയതാ കുണ്ടന്മാരുടെ ഇടയിൽ  നാറികൾ,Homophobic-derogation
Avare kaliyaakkarudhuavarum manushyaraanubut over makeup kuraikkanam,None-of-the-above
ഇനി റിപ്ലേ ക്ക് ബുദ്ധിമുട്ടേണ്ട,None-of-the-above
കണ്ട് കഴിഞ്ഞപ്പോൾ മനസ്സിൽ ഒരു സങ്കടം ഏതൻ മനസ്സിൽ ഒരു സങ്കടം ആയി അവശേഷിക്കുന്നു,None-of-the-above
വേഷം കെട്ടൽ കഷ്ട്,None-of-the-above
ആണുങ്ങടെ നല്ല കുണ്ടി കണ്ടാൽ കാമം മൂക്കുന്ന കിഴവന്മാർ ,Homophobic-derogation
Njan oru lesbian Malayalee annu  Enne arum thirichariyathirikkan njan e fake accountil vannathu Thank u Gayu njanalkku vendi samsarachithinu  Nene pollula alukkale annu njanalkku avasham,Hope-Speech
Arjun Tk canteen place evidae aanu,None-of-the-above
Real kundanmaarano abinayichath,None-of-the-above
Dubbing cheriya porayma undayirunnu,None-of-the-above
ഇസ്‌ലാമിക കാട്ടറബി ശരിയത്ത്  നിയമം പറയാനുള്ള സ്ഥലം ഇന്ത്യയല്ല ഇതൊരു ജനാധിപത്യ മതേതര രാജ്യമാണ്,None-of-the-above
Avare njan kandittund,None-of-the-above
So proud to see a malayalee talk about this issue ithokke kettitt korach engilum bodham manushark ondaakatte enn vishwasikkunnu,None-of-the-above
Vyas Deep lokavasanathinte adayalangal aaanu ഇതൊക്കെ,Homophobic-derogation
Christopher Nolan swantham karyam nokoyal pore Avaride sexuality ningale pidich kadicho,None-of-the-above
Ath okka shariya ee paranja kundatharam vadakkanmara edayil kooduthal aa Ethaaa,None-of-the-above
chechi adpoli anuella videos um kannarunde,None-of-the-above
Lgbtq community kar disabled aanenna oru kaazhchapaadanu inn kooduthal sadamaanavum ullath,None-of-the-above
love jihaad evide nadakilla jai jai rs,None-of-the-above
eee nadu nashikkan pookunnu ennathinte thellivuu vallapokkam vannappol evarokae evidayayirunnu olichu poyilaloo devamae ,Homophobic-derogation
നിർത്തി പ്പോടാ കുണ്ടൻ തായോളി നാണമില്ലേ മൈരേ ,Homophobic-derogation
അനുയോജ്യമായ ടൈറ്റിൽ,None-of-the-above
ഇവർ നല്ല സ്നേഹമുള്ളവരാണ്,None-of-the-above
ഇവർ പറയുന്നത് പലതും സത്യമായിരിക്കും പക്ഷേ ഈ ട്രാൻസ്ജെൻഡേഴ്സ് ൻ്റെ കൂടെ തന്നെ ഉള്ളവർ പലരും സെക്സ് വർക്കിന് പോകാറുണ്ട് അതുതന്നെയാണ് നല്ലവരായി നടക്കുന്നവർക്കും ദോഷം ചെയ്യുന്നത് തെറ്റിലേക്കു പോകാനുള്ള മനസ്സിനെ ആദ്യം തിരുത്തണം അതാണ് മിക്കവരും മനസ്സിലാക്കേണ്ടത് ഒരു തെറ്റും ഇല്ലാതെ നല്ലൊരു യുവതിയായി ജീവിക്കുന്ന ഏത് ട്രാൻസ്ജെൻഡർറിനെയും സമൂഹം അംഗീകരിക്കും ,None-of-the-above
ക്ലാര Phobia എന്നത് തന്നെ ഒരു Overstatement ആണ് തങ്ങൾക് ഇഷ്ടമല്ലാത്ത അഭിപ്രായം കേൾക്കുമ്പോൾ അവരെ phobic ആയി accuse ചെയ്യുന്നത് എത്ര സൗകര്യമാണ് ആഹാ Islamophobia Transphobia ,None-of-the-above
നൈസ് ഡാൻസ് മൈന chechii,None-of-the-above
എല്ലാവരും ജീവിക്കട്ടെഅവർക്കും കിട്ടട്ടെ അവരുടെ അവകാശങ്ങൾഅതല്ലെ ദൈവത്തിന്റെ സ്വന്തം നാട്‌,Hope-Speech
Christopher Nolan nee podi avalude oru assoya adich montha polikkum ninte,None-of-the-above
Mooditu swandham kaariyam maathram nookada,None-of-the-above
Homophobia ആണ് ശെരിക്കും പ്രകൃതി വിരുദ്ധം,Homophobic-derogation
Enik epozhum thonarud ee chechimar makeup over akathe normal ayi cheythal nanayirikum ennu,None-of-the-above
Mummy ooo night roadil egannea nilkuannamkil avan ethra anne chothikumooo nii avantea name kettitanne avane support cheyunathe anne manasilayii പുന്നാരാ moneaa ,None-of-the-above
എന്നെയും തുറിച്ചു നോക്കാറുണ്ട് കൊറേ ചെറുപ്പക്കാരും വയസ്സന്മാരും ഒക്കെ  അതിന് അവരെ പറഞ്ഞിട്ടും കാര്യമില്ലകാരണം ഞാൻ ഭയങ്കര glamour ആയിപ്പോയിഎന്നെ ആരും ഒന്ന് നോക്കിപ്പോവും,None-of-the-above
ഭർത്താവ് നെ കൊടുക്കാൻ പറ്റാത്തൊണ്ടർക്കുമല്ലോ വേറൊരുത്തന്റോയോടെ ചെയ്യുന്നത് ഭർത്താവ് കഴിവില്ലാത്തവനാണെന്നും പറഞ്ഞു ഭാര്യക്ക് ലൈംഗിക സുഖം ആ ജന്മം വേണ്ടേ അതാ പറഞ്ഞത് ഭാര്യ അടിമയല്ല,None-of-the-above
swaraj ariyeri eda kundan kunne നിന്റെ കഴപ്പ് കാണുമ്പോൾ തന്നെയറിയാമെടാ നീയൊരു ഒന്നാന്തരം ഊതാണെന്ന് നീയൊരു 12 മണി സമയത്ത് ആ എറണാകുളം ഭാഗത്തേക്ക്‌ ചെല്ല് ഈ പറഞ്ഞ സാധനങ്ങളെയൊക്കെ അവിടെ കാണാം,None-of-the-above
Aa chechiye star magic ile തങ്കു comedy parayunna pole,None-of-the-above
ഗോവിന്ദച്ചാമിയും അമീറുൽ ഇസ്ലാമും ട്രാൻസ് ആണോ Straight ആയ ആളുകൾ ചെയ്യുന്ന ക്രൂരതയുടെ ഒരു അംശം പോലും അവർ ചെയ്യുന്നില്ല എല്ലാവർക്കും ജീവിക്കാൻ അവകാശം ഉണ്ട്,None-of-the-above
Ithre thadi vechetu ഗേ ananu beard oil madechu kashtapettu thadi valathuna njn ustra ,Homophobic-derogation
Swantam identity cover chyt mattoralayi jeewich marikkndi vanna etrayo perundakmipozhm aa sahachryatn valiya mattom onnm illannullath vedanajanakamaneveryone deserves to be happygood content maam worth watching,Counter-speech
Njan oru gay annu nalle enikum ithupole sambavikam athinumune oru padam annu ee shot filem,None-of-the-above
Vyas Deep eeethenkilum theevrvaathikal angane cheythathin Muslim theevravathikal enn parayanda athilum Peru maari nadakkanna pala madha viswasikalum undavum  Ella manushyarilum nallavarum cheethavarumund sooo muslingal enn paranj ellareyum kuttappeduthanda tto,None-of-the-above
Athinu karanam society avare accept cheyunnilla than sthreeyanu ennu avar swayam samarthikkukayanu bt athu marikazhinjl samoohm ivare angeekarichu thudangum mattam Thudangendathu avide ninnu thanneyanu,Counter-speech
Lokavasanam adukumpo undavunna karyangal quranil paranjatund brother proof,Homophobic-derogation
Shahana Niyu ithin against alla but ithokke kanumbo enthopole ningalanenkil lesb marriage cheyyumo,None-of-the-above
Nikhil Vasudev നീ ഒന്നാതരം കുണ്ടൻ തന്നെ അതാണ് ഇത്ര പുളച്ചിൽ സാരമില്ല നീ ഇങ്ങു വാ ആ വിങ്ങൽ ഞാൻ മാറ്റി തരാം,None-of-the-above
Ennit aarengilum orphan ne eteduthitundo Proof vech para,None-of-the-above
പുരുഷൻ മാർ ഇങ്ങനെ പുരുഷൻ മാരെ തന്നെ കല്യാണം കഴിച്ചാൽ നമ്മുടെ കേരളത്തിലെ സ്ത്രീകളെ ആരു കല്യാണം കഴിക്കും അതുകൊണ്ട് സഹോദരിമാരെ നിങ്ങൾ ആരും ഈ തോന്നിവാസത്തിനു സപ്പോർട്ട് ചെയ്യരുതേ കാരണം ഇത് ഒരു തരം പ്രാന്ത് ആണ് സൈക്യാട്രിസ്റ്റിനെ കണ്ടു ചികിത്സയാണ് ഇതിനു വേണ്ടത് ,Homophobic-derogation
മരിക്കുക ഇവനെ ഒകെയ് അടിച്ചു കൊല്ലാൻ ആ നാട്ടിൽ ആണുങ്ങൾ ഇല്ലേ,Homophobic-Threatening
Gays നു പൊതുവെ ഇതു പോലുള്ള ചൂഷണങ്ങൾ കുറവാണു ഇങ്ങനെ സംഭവിക്കാറില്ല പൊതുവെ ഉണ്ടേലും അത് കുറവാരിക്കും ട്രാൻസ്‌ഗെൻഡേഴ്സിന് ഒക്കെ ഇത് പോലുള്ള ദുരനുഭവങ്ങൾ പണ്ടൊക്കെ പാതിവരുന്നു പിന്നെ ട്രെയിനിലും ബസ്സിലും തീയേറ്ററിലും ഉത്സവ പറമ്പിലും ഒക്കെ ഒരുപാട് കുഴപ്പങ്ങൾ ഉണ്ടാക്കുന്നവരാണ് കുണ്ടന്മാർ അധികവും അവർക്ക് ചിലപ്പോൾ നല്ല പെടയും കിട്ടാറുണ്ട് എന്നിട്ട് ഹോർമോൺ ന്റെ കുഴപ്പമാണെന്ന് പറഞ്ഞിട്ട് കാര്യം ഉണ്ടോ ,Homophobic-derogation
രണ്ടു പേരുടെയും wedding Dress പൊളിച്ചു ,None-of-the-above
Kutikal undakila heterosexual nu mathrame kutikal undakulu,None-of-the-above
MIDHUN S sorry Shiksha enthaarnnu,None-of-the-above
Saji Philp Da ninak thantha illatha kondu enik ninte thanthakk vilikkan pattilla aadyam nee poyi ninte thallayodu chodhik ninte thantha aaranennu India full odi nadannu DNA test nadath apo chilappo ninaak ninte thanthaye kittyekum Kettoda poori mone,None-of-the-above
Christopher Nolan For what Enthinu naanikkanamGay Entha mosham aaanoAvarum manushar alle,Counter-speech
Penkuttigal kammi aanu ath kondayirikum,None-of-the-above
Get Roast with Gaya3 oral ഗേ les trans etc ayathil enik ethir abhipprayam ila lokath ula sakala alkarum angne ayal population wipe out akule enn chodicholunalathe thalamure elarum homogenus ayal enthu patum,Homophobic-derogation
Christopher Nolan avarum manusharanu he nammukku shalyam onnumillallo,None-of-the-above
അനിരുദ്ധ് ബാബുവിന്റെ പോസ്റ്റ് കണ്ടു വന്നവർ ഉണ്ടോ,None-of-the-above
ഇവിടെ ഈ SHORTFILM ൽ GAYLIFE ആണ് Theme ആയി എടുത്തിരിയ്ക്കുന്നത്,None-of-the-above
താനെന്തിനാടോ പ്രവാചകനെ പറയുന്നേ നീ യൊക്കെ എന്തറിഞ്ഞിട്ട ഈ പറയണേ,None-of-the-above
കണ്ണ് മുറിയെ ഒന്ന് koduthaa തീരുന്ന പ്രശ്നമേ ഉള്ളൂ,None-of-the-above
അങ്ങനെയെങ്കിൽ ഇന്നാട്ടിൽ അണുങ്ങളിൽ പാതിയും ഗേ ആയേനെ അതെന്തേ സംഭവിച്ചില്ല,None-of-the-above
ഈ ദയനീയതയുടെ ആവശ്യമുണ്ടോ ബാക്കിയുള്ളവരെപോലെ തുല്ല്യ പരിഗണന മാത്രമല്ലെ അവരും ചോദിക്കുന്നുള്ളു അല്ലാതെ മറ്റുള്ളവരുടെ ദയയല്ലല്ലോ,Counter-speech
ആ സ്ഥിതിക്ക് ആരാണ് ശേരിക്കും പ്രെകൃതി വിരുദ്ധർ പ്രെകൃതിയിൽ തന്നെയുള്ള homosexuality യോ അതോ മനുഷ്യരിൽ മാത്രം കാണുന്ന homophobia യോ Homophobics thanne alle sherikkum prekruthi virudhar ,Homophobic-derogation
കാണുമ്പോൾ അറപ്പ് തോന്നുന്നെങ്കിൽ കാണാണ്ടിരുന്നൂടെ youtubeil ഈ ഒരു video മാത്രല്ല ഒള്ളത് ,None-of-the-above
സ്വവർഗാനുരാഗം രോഗങ്ങളുടെ പട്ടികയിൽ പെടുന്ന ഒന്നല്ല രോഗമല്ലാത്ത ഒന്നിന് എന്ത് ചികിത്സ,Counter-speech
Varun Punnala ആയിക്കോട്ടെ അത് ഞാൻ അങ്ങ് സഹിച്ചു ഉള്ള അറിവ് ഓക്കേ മതി കൂടുതൽ അറിവ് വേണ്ടായേ,None-of-the-above
9 kal full make up anallo,Transphobic-derogation
തന്റെ നടയിൽ ആദ്യം താൻ ഉദ്ദേശിച്ച സാധനം ഉണ്ടോ എന്ന് നോക്ക്,None-of-the-above
ഇതിന് പ്രകൃതി വിരുദ്ധം എന്ന് പറയുന്നത് എന്ത് കൊണ്ടാണെന്ന് നിനക്കൊക്കെ അറിയുമോ,None-of-the-above
Indu Menon ningalude talamurayil 9 undo,Transphobic-derogation
Mr devil thanenthoru comedy adi,None-of-the-above
Lokavasanattinta adayalam poda itil ratan 999999,None-of-the-above
തിരഞ്ഞെടുത്ത വിഷയം അഭിനന്ദനം അർഹിക്കുന്നു ,None-of-the-above
ഇവനെ പോല്ലേ ഉള്ളവൻ മാർ കാരണം ആണ് ബാക്കി ഉള്ള വർക്കും കുടി നാണം ആണ്,Hope-Speech
