,text,Labels
532,Kuch vi,Non-anti-LGBT+ content
533,Sorry! Maine bohot se aise logon ka mazak banaya h😔.. ab kabhi mazak nhi banaunga,Non-anti-LGBT+ content
534,Attract na ho to koi gadbad nai hoti sir essay thoda sahi words bole sir plzzzzz,Non-anti-LGBT+ content
535,Homosexuall is not a illness ok or it's not a mantal problem ok,Non-anti-LGBT+ content
536,भाई लोगो आवाज का क्या होता होगा?🙄,Non-anti-LGBT+ content
537,Kya baat Kahi sir,Non-anti-LGBT+ content
538,सर आपके हावभाव 😂😂👌👌,Non-anti-LGBT+ content
539,"U look like same as we are isn't it 
Be happy love u ❤️❤️❤️❤️",Non-anti-LGBT+ content
540,kyu tujhe lena hai ?,Non-anti-LGBT+ content
541, @LGBT INDIA  bimar ?? Maine kb bola bimar ?...kya bol rhe ho ..smj ni aya,Non-anti-LGBT+ content
542,Sir...inter sex wale kai pass agar do ling hoto hai 'penis' or 'vagina' tho vo toilet kisse karta hai penis sai ya vagina sai..,Non-anti-LGBT+ content
543,Murder karne ka feeling bhi god made hai?,Non-anti-LGBT+ content
544,Inter sex ke baare me pahilibaar padha maine 🙏🙏😂,Non-anti-LGBT+ content
545,Gaurav nahi gauri,Non-anti-LGBT+ content
546,Sirjee..agar 2 women friends hain..aur hamesha saath rehti hai to aap to inko ne lesbian tag kar denge....,Non-anti-LGBT+ content
547, @Debajyoti Saha  yea,Non-anti-LGBT+ content
548,Humare bhasa mai.. Didi apko mera sadar pranam 🙏,Non-anti-LGBT+ content
549,Bahut badhiya teacher ho aap sir♥️🔥,Non-anti-LGBT+ content
550,Iska भी koi ilag होता hoga na l g ka,Non-anti-LGBT+ content
551,Boht acha,Non-anti-LGBT+ content
552,Tq sir but bisexual boy normal girl se sadi kar skta hai kya?,Non-anti-LGBT+ content
553,Mai aapka video dekh raha hu jo mere liye pahla video hai .Or sir jo aap itne achhe tarike se explain kiye ho ...mai to fan ho gaya aapka .,Non-anti-LGBT+ content
554,Sir ji kinnar logo ki samajh mai bhot power rehta hai bol mat dena ki wo gareeb rehte hai or unki ijjat nhi hai samajh. Hamare yaha bacho ko ashirwaad dilaya jata hai unse kyoki apne yaha ye manyata hai ki unka ashirwaad kabhi khali nhi jata. Or gareeb kinnar mene aaj tak nhi dekha unhe bhot paisa milta hai.,Non-anti-LGBT+ content
555,Wah bete moj kardi😯😯🤯,Non-anti-LGBT+ content
556,"Yeh pura normal hota hain.
For e.g; Sikhandi in Mahabharat.
Another one is Babri & Babur both are bisexual.",Non-anti-LGBT+ content
557,Gajab Khan sir aap bhut axxe se samjhate h,Non-anti-LGBT+ content
558,Homo sexual hona Disorder nahi hai ye!!!,Non-anti-LGBT+ content
559,Ya fir Esme hormone ko koi rol hota hai sir please full nolage digia,Non-anti-LGBT+ content
560,Aapka Samzane ka tarika bohot hi pasand aya. God Bless You !🙏,Non-anti-LGBT+ content
561,AP batate hi kion ho Apne bare me Jin's kion badalte ho normaly rahu koi kion hanse ga AP par,Non-anti-LGBT+ content
562,Guptan 🎃,Non-anti-LGBT+ content
563,"Khan sir Tumnet. TOM BOY  ke liye Bata Diya per TOM GIRI ke liye Kuchh Nahin Kaha. Yah bhi to Hota Hai ,Magar yah jahir Mein Dikhta Nahin. Vaise TOM GIRI pakad Mein Nahin Aata. Yah pura psychological disorder hai Jo kapal mein Amil Danga Hota Hai vahan se control Hota Hai vahan se control Hota Hai.",Non-anti-LGBT+ content
564,Mujhe ye saari bimari h mukhe sab pasand h,Non-anti-LGBT+ content
565,"Sir plz explain in ur next video about the complete explanation of Asexual, Demisexual, Pansexual, Bicurious and Aromantic......",Non-anti-LGBT+ content
566,"Well, it's true though",Non-anti-LGBT+ content
567, @USA vlogger  ofcourse bhai,Non-anti-LGBT+ content
568,Sir please aap wapas aa jaiye YouTube pe .,Non-anti-LGBT+ content
569,Chidayenge  sir us insaan ko tease karenge use,Non-anti-LGBT+ content
570,Lesbian kiya hota 🙄🙄🙄🙄,Non-anti-LGBT+ content
571,4:05 mitha 😅😂😂😂😂,Non-anti-LGBT+ content
572,Homosexual apas me talwarbazi krte honge😂😂😂😂 lesbian ungalbazi😂😂😂😂😂,Homophobia
573,Bahat achhi taraha se samjhaya aap ne . Thank you sir 🙏,Non-anti-LGBT+ content
574,Vo log Nhi h tumhari sooch zarur gadbad h 🤣,Non-anti-LGBT+ content
575,Mere khayl se sabko equal rights Milne chahiye,Non-anti-LGBT+ content
576,Kiran johar chugliwala ko bhi ye karna chahiye,Transphobia
577,Homesex से वंश व्रद्धि कैसे होगी,Non-anti-LGBT+ content
578," @Dr Prashant Sagar  ap doctor ho?
phd wala?
apko dekh ke lgta h, india education has failed u.",Non-anti-LGBT+ content
579,Mentally mat bolo bimari mat bolo sir..use correct words,Non-anti-LGBT+ content
580,@Deepak_Malik 🖒🖒🖒,Non-anti-LGBT+ content
581,खैर यह तब तक कुछ भी नहीं है जब तक आप परिभाषित नहीं करते कि इस शब्द से आपका क्या मतलब है। मुझे लगता है कि यह एक विशिष्ट कठबोली है जो लोगों को दृष्टिकोण या शारीरिक उपस्थिति के लिए चिढ़ाती है जो उन्हें उनके लिंग से थोड़ा विपरीत दिखाती है।,Non-anti-LGBT+ content
582,"well kisi ne shi hi kha h adha adhura gyan hanikarak hota h ab inhe hi dekh lo 
1.Mtlb homosexuals ke under sirf gay aur lesbians aate hein not bisexuals transgenders and intersex
2.Intersex pe dono genitals nhi hote hein unki body female ya male ki body ki definition mein fit nhi hoti h isiliye inhe intersex kehte hein 
3.Chakka is a derogatory term DON'T EVER USE IT.
4. And ye sb kisi trh ki disease nhi hoti sirf tum sbka queerphobia h",Non-anti-LGBT+ content
583, @Savage Diva  chalbe kam kr,Non-anti-LGBT+ content
584,सरजी। होमोसैक्सुअल होने के दो फायदे हैं एक तो आनर किलिंग नहीं होती और दूसरा ये कि हमारे लिंगानुपात की कमी को को पूरा करता है ।😄😄😄😄😄😄😄😄😄😄,Homophobia
585,Tom girl bhi hoti hai kya sir????,Non-anti-LGBT+ content
586,"I think samaj me sab se jyada sankhya bisexual people ki hoti hai, lekin society k dar se sachai koi apne muh se nahi batata, ki vo khud kya hai 😊😊😊😊😊😊",Non-anti-LGBT+ content
587,Tera bap vi bi sexual he pata karke dekh...,Non-anti-LGBT+ content
588,Tin talak 3 bar talak talak muh se bol de diya jata pka mana jata he,Non-anti-LGBT+ content
589,Yes I said thank you very much Allah Sabki Pasand Karenge,Non-anti-LGBT+ content
590,"Sir kya gay bacha paida ker Sakta hi, please reply",Non-anti-LGBT+ content
591,Homo sexual ek dusre ko kaise pahchante hai,Non-anti-LGBT+ content
592,Sir ji ye kinner q or kaise paida hote hein,Non-anti-LGBT+ content
593,Shi bt h sir apke trh hr insan ki soch hota kaash,Non-anti-LGBT+ content
594,sir aap neet ke liye padhate ho kya,Non-anti-LGBT+ content
595,कलियुग है,Transphobia
596,Sir inter sex me bachha paid a Ho sakta he.....,Non-anti-LGBT+ content
597,Ye refujee ladki Pakistan se bhage hue log Kitni gandgi faila rakhi h inhone India me,Non-anti-LGBT+ content
598,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Non-anti-LGBT+ content
599, @patel praful  pata hai mera bhi 4 yrs long time relationship thha pehle phir maine break up kr liya Kyoki woh gay nhi bisexual thha aur uski shaadi ho chuki thhi isiliye ab gay BF dhundha hai jise ladkion me bilkul interest na ho aur ye meri age ka hee hai mere ghar ke paas hee rehta hai aur mujhse bohot jyada pyaar karta hai hum Humara education hone ke baad ek hee city me job dekhenge khi dur aur saath me hee rahenge,Non-anti-LGBT+ content
600,What is straight,Non-anti-LGBT+ content
601,Sex education web series dekho 😅,Non-anti-LGBT+ content
602,13:43 Mumbai ki kran bedi,Non-anti-LGBT+ content
603,Bahut achhe tarike se samjhate hai sir aap...,Non-anti-LGBT+ content
604,Mai bhi,Non-anti-LGBT+ content
605, @ToWasim Ahmad  bhai उपर  waale ne jese diya hai na aapko शरीर wesahi rahna chahye नाकि लड़का से लड़की बन जाए और लड़की से लड़का  खेर apna apna soch hai  जय श्री राम🙏🙏,Non-anti-LGBT+ content
606,This is called kalyug...,Non-anti-LGBT+ content
607,Godse rashtrawadi tha,Non-anti-LGBT+ content
608,Dam true,Non-anti-LGBT+ content
609, @Karan Kumar  apna soch apne pash rkho acha ni bol skte ho to glt mt bolo sb ho hk h apne hisab se jine ka,Non-anti-LGBT+ content
610,I am gay diy👨‍❤️‍👨,Non-anti-LGBT+ content
611,"हम भी गे है ...!
२३ वेर्स",Non-anti-LGBT+ content
612,"For your kind information, homosexuality is also natural. Agar inko ye bhi Nahi pata to kya  padate honge ye Aapne students ko. Plz try to clear your facts Khan Sir. You are followed by many ppl so try to share authentic information...🙏",Non-anti-LGBT+ content
613,"Sir inter sex vale ko bachha paida krne k liye partner ki jarurat BHI nhi padegi,",Non-anti-LGBT+ content
614,Sir hamare yha ak 35year ka gay h jo yuva students ko presan kart h   kya unke khilaf koi sarkari karyavahi nahi ki ja sakti (kiyuki Ager koi bura karta h to use saja milti h to inko bhi milti hogi sayad) 🇮🇳🇮🇳 please sir jankari de 🇮🇳🇮🇳,Non-anti-LGBT+ content
615,Attract nhi ho raha to gadbad hai 😂,Non-anti-LGBT+ content
616,Sahi hai😂,Transphobia
617,Is there any lesbian lady is here because I am a lesbian too,Non-anti-LGBT+ content
618,Intersex ki thoda details me samjhaiye plz,Non-anti-LGBT+ content
619,"Thx sir...for this
Sound thoda clear chahiye tha sir",Non-anti-LGBT+ content
620, @U K  10 lac khrch kro bn jaoge,Non-anti-LGBT+ content
621,Aache nHi lagi,Non-anti-LGBT+ content
622,maybe,Non-anti-LGBT+ content
623, @अनुराग चौधरी  .......karma,Non-anti-LGBT+ content
624,Apka kaam sachme tareef k kaabil hai 👏or bhut inspire krta hai society k liye kuch krne ko 🙂,Non-anti-LGBT+ content
625,Tqqq so much sir ji 🙏🙏,Non-anti-LGBT+ content
626,"Tujhe janal kyu ho rahi 
Gay hai kaa",Homophobia
627,दोस्तों के साथ शेयर नहीं करूंगा इतने अच्छे टीचर थोड़े ही मिलते हैं आख़िर सबसे बड़ा कंपिटेशन उनके साथ होता है घर वाले कम नंबर आने पर दोस्त के साथ तुलना करके ताने मारते हैं इसलिए दोस्तो को तो एक भी वीडियो शेयर नहीं करूंगा पहले से sorry 😂😂😂🙏🙏,Non-anti-LGBT+ content
628,excuse me sir ek baat bta du apko agr aap logo ko samja rahe ho na ki kya diffrence han roh amjao but bimari word use na kro agr apko h nahi pta kuch toh aap kaise smjaoge logo ko lesbian gay hona koi peoblem ni yeh by birth h feelings hori han,Non-anti-LGBT+ content
629,Lesbian me husband kon Aur wife kon,Non-anti-LGBT+ content
630,"Oh my god
Hum sahi salamat hai🙏🙏🙏",Non-anti-LGBT+ content
631,Sir aap etne bare teacher hoke 1:09 mai bol rhe hai larka larki ke tarf akrshit hota hai ya vices versa. Ye natural haii Or agar larka larke ke tarf akrshit hota hai to garbar haii.. Ye kya baat hua ... Ye v natural hi haii ....,Non-anti-LGBT+ content
632,Sab na apna kela 🍌jad sa kat diya 🤣🤣🤣,Transphobia
633,Agar kisi ek ladke ko sirf ek hee ladka accha lagee toh kya wo bhi gay hai yaa jise sab ladke acche lagte hai wo gay hai ?????,Non-anti-LGBT+ content
634," @neha khanna  App lesbian Ho kya,, isme kya hota h vese",Homophobia
635,Sahi baat hai😂😂,Transphobia
636," @LIMITED GAMER  Mujhe to kuchh nahi hua, tujhe kya hua😁",Non-anti-LGBT+ content
637,"This is jai Hind
-->>🇮🇳🇮🇳🇮🇳",Non-anti-LGBT+ content
638,Very beautiful dil hai sir aap jaisa sir ho to kisi ko kabhi gajan nahi hoga,Non-anti-LGBT+ content
639,Hinjra ka dudh bhi niklte h Kya ?,Transphobia
640,Sir  Transgender male ki trah dikhte h ya female,Non-anti-LGBT+ content
641,"भाई यहां पर फिर गलत जानकारी दे रहे हो...! यह मैंटली नहीं, शारीरिक परिवर्तन के कारण होता है। जब किसी लड़की में स्त्री हार्मोन्स की पुरुष हार्मोन बन जाते हैं तो वह लेस्बियन यानि समलैंगिक हो जाती है। ये स्थिति प्राकृतिक ही होती है। इस स्थिति में शरीर तो लड़की का ही होता है, लेकिन उसके अंदर सारे गुण लड़कों वाले होते हैं। मतलब ऐसी स्थिति में लड़की के रूप में एक लड़का होता है। सेम यही स्थिति लड़कों के साथ भी होती है। शरीर लड़के का होगा लेकिन अंदर से वह लड़की का शरीर होता है। उनको तब ऐसा लगता है कि हम लड़की हैं लेकिन हमें जबरदस्ती लड़के के शरीर में ठूंस दिया गया है।",Non-anti-LGBT+ content
642,Gay wali gun...best dialogue 😂,Non-anti-LGBT+ content
643,Check kar k shaadi karo market me nakli samaan bik raha hai.,Non-anti-LGBT+ content
644,Sabse sunday transgender hai khushi sheikh from India,Non-anti-LGBT+ content
645,Sir ek sal ke bachhe ke nabhi se pila pij nikal Jata hai uske bare me Bata dijiega  sir ham padhte nahi hai lekin aapka Sabhi video dekhte hai jab se apka video dekhna Suru kiye hai bahut jankari Mila hai film dekhna bhi an bhul gaye aap bahut achha padhte hai 7654183752,Non-anti-LGBT+ content
646,Very good explainrd,Non-anti-LGBT+ content
647,Aap mast ho no tandan🙏🙏🙏🙏🙏,Non-anti-LGBT+ content
648,Wrongly explained...wrong choice of words..like mentally bimari and all ..these are biological changes in the body and its completely normal...jitna ratio pehle tha utna hi aaj bhi hai bas aaj highlight jyada hota hai qki awareness jyada hoti h..or reachability bhi jyada hai..mentally kuch nai h iska lena dena,Non-anti-LGBT+ content
649,Sub clear ho gya aaj... thanks u so much sir...,Non-anti-LGBT+ content
650,Hamari tution me ek sir ladki ko poori class me bola kar ta tha tu ladke ki aur dekh ke hasti hai,Non-anti-LGBT+ content
651,Ismey stupid kya hai shubham bhai.,Non-anti-LGBT+ content
652,Transgender smjh nhi aaya sir 😕,Non-anti-LGBT+ content
653,"Agar ho sake to krapya jankari de bahut mehervani hogi.
Thank you sir",Non-anti-LGBT+ content
654,बिहार को फ़िर से चाणक्य मिल गए हैं बस sir ji 🙏🙏 आप इस्लाम धर्म के अनुसार नहीं चलिएगा 🙏🙏❤️,Non-anti-LGBT+ content
655, @neha khanna  ji kis bat ko lekar ye bol rahe ho muje kus smj nhi aaya,Non-anti-LGBT+ content
656, @SOURABH 585  acha h,Non-anti-LGBT+ content
657,Sir mera question hai ki jo intersex hota hai unke boobs hote hai ya nhi,Non-anti-LGBT+ content
658,Sir aapka samjane kat tarika bahut sidha hai bahut achche hai,Non-anti-LGBT+ content
659,Kese ho aandsir,Non-anti-LGBT+ content
660, @Sandeep Kumar  nahi bhai vo gay nahi hai. vo bas makeup esa karwata hai😂,Transphobia
661,Itni important baat hai ye or mem ne english me bola ke sara gyan sirf kuchh logo tak chod diya,Non-anti-LGBT+ content
662,Sir pensexul vi toh hote hai na,Non-anti-LGBT+ content
663, @Sabita Hansda  thik hai par aapko kaise pta ki vo gay ni tha or kya pta use hmesha felling ho ki vo ek ldki ho uske purane vlog dekho or itna bada kaam apna gender change karna vo bhi aise society se koi famous hone ke liye to ni karega Shayad,Non-anti-LGBT+ content
664,Ni hota hai,Non-anti-LGBT+ content
665,Sab gaandu hai saale,Non-anti-LGBT+ content
666,"नमस्कार सर
विनम्रता के साथ बता रहे हैं शायद
आपको खुद ही counseling की बेहद जरूरत हैं सर...
LGBTI के पढे लिखे कार्यकर्ताओ से जरूर मिलीये
 वो लोग भले हम लोगो से अलग हैं 
मगर मानसिक बिमार नही हैं।
आप शूरूआत में माफी माँगने के बाद
फिर आगे बार बार वही गलती करते गये।

मनुष्य के विकास में हजारो सालो से परिवर्तन आ गया हैं आता रहेगा।
जो चिजे विशिष्ट खंड, देश ,नस्ल,धर्म
संस्कृती अनुसार Right /Wrong 
natural/abnormal या taboo/pure मानी जाती थी, वो वो चिजे  विज्ञान के कसोटी पर गलत पायी  गयी।
मतलब विज्ञान कठोर चिकित्सक होने के कारण खुद परिवर्तनीय हैं ,बडे बडे खोजकर्ता एवं उच्च hypothesis रखने वाले भी कलांतर बाद गलत साबीत हुए।
""बा बा वाक्यं प्रमाणं"" यहा नही चलता

इसलीये आप जैसे शिक्षक 
अगर LGBTI समुदाय वालो को खुल्लम खुल्ला मानसिक बिमारी या गडबड से जोड रहे हैं
तो फिर गलत हैं।",Non-anti-LGBT+ content
667, @Sheikh Salman  tm ky ho,Non-anti-LGBT+ content
668,If this kinda sexual knowledge you're taking then plz we don't want!,Non-anti-LGBT+ content
669,sir shayad app pansexual bhul gye... 😅,Non-anti-LGBT+ content
670,Thankyou di hamare bare me bolne ke liye me bhi body se kadka hu but meri jo aatma hai vo ladki ki hai or god ne chaha to me bhi kisi din aik ladki banke singer banungi thank you di god bless you,Non-anti-LGBT+ content
671,Jharkhanda sarkar ne kuchh tosocha  in logon ke liye sir bhut achchha btaye hai,Non-anti-LGBT+ content
672, @Ashutosh Yadav  bs bhai,Non-anti-LGBT+ content
673, @BECOME A HOT  your age?,Non-anti-LGBT+ content
674,I think sir apnye jo transgender ka defenation deya wo gltt hai Wikipedia to Kuch or hi btaa raha,Non-anti-LGBT+ content
675,Bus ek aise teacher ki zarurat hai life me.❤️,Non-anti-LGBT+ content
676,Dikhne mein larki par aandar se larka. Kaam ki cheeze hai guru,Non-anti-LGBT+ content
677,Ghorrr kalyug😜😜😜,Non-anti-LGBT+ content
678, @Nisha Pareek  nhi vo boby nhi h,Non-anti-LGBT+ content
679,ससुरा अब समझ आया मोदी ने जशोदा बेन को क्यों छोड़ दिया था,Homophobia
680,"Sir hamko aapse hi pyar ho gaya hai 
Number dijyega",Non-anti-LGBT+ content
681,"Shemale ke bare me batay sir
Aur transgender me male female hota hai ki nai",Non-anti-LGBT+ content
682, @PRAKASH raj  Or haan agr muslim h toh kya hua..,Non-anti-LGBT+ content
683,thanks sir sari confusion door kardi aapne,Non-anti-LGBT+ content
684,"Ap upsc hi padhao 
Homosexuality ke bareme apko kuch nehi pata 😞",Non-anti-LGBT+ content
685,Sir hijda wala meter samajh nahi aaya,Non-anti-LGBT+ content
686, @Tarot Oracle  m ne hijda community k liye to bola hi nhi m ne to gay nd lrsbians aur transgenders k liye kha thk h feelings jo bhi ho opreate krwana q h ek taraf to bolte h k jaise ho waise eccept kro khudko aur dusri taraf opration bhi krwana h wah re wah. By d way inme se koi ek bhi gareeb nhi tha.,Non-anti-LGBT+ content
687,आपके सीधे सादे भाषा से मुझे बेहद प्यार है। यूँ ही कामयाबी आपकी कदम चूमती रहे सर।,Non-anti-LGBT+ content
688,Government ko kanoon banakar Sara huq Gen Jaisa transgender ko bhi milna chahiye,Non-anti-LGBT+ content
689,Inter sex wale bache peda kar sakte h ya nahin❓️❓️,Non-anti-LGBT+ content
690,Kya sar yah plant me paya jata hai,Non-anti-LGBT+ content
691,Great logo ki khasiyat... Yah ki wo logo ke samne bilkul normally pesh aate hai... Bilkul khan sir jaise.... Great sir...,Non-anti-LGBT+ content
692,Sonch to badli bhi ja sakti hai,Non-anti-LGBT+ content
693,One question vulva ko protect krne wale skins folds and muscles jo usko contract krne me help krti hai how can be they created,Non-anti-LGBT+ content
694,Ye me kya dekh raha hu .,Non-anti-LGBT+ content
695,What if we don't have any feeling for any gender 😂,Non-anti-LGBT+ content
696,Kya samjhaya hai Bhai. Sahi hai,Non-anti-LGBT+ content
697,आज पहली बार अच्छे से समझ में आया है।,Non-anti-LGBT+ content
698,"1. Ye koi mental problem nhi h. Ye ek normal attraction hain jo teenage(kishor awastha) se hi hota h. 
2. Ye koi nayi cheez nhi h ye sadiyon se hai par sadiyon se dabate rahe hain log is baat ko aur ab khul kar samne ane lage hain.
3. Bachhe heterosexuals nhi paida kar pate kai baar.
4. In sabke alwa sexuality fluidity bhi hoti hai jo majority sabhi k andar hai jiski wajah se hi log gay straight ya bisexual hote hain. Sexual fluidity matlab na puri taraf se heterosexual aur na puri taraf se homosexual. Chance aur mahol ki baat hai aur kabhi kabhi koi physical appearance k karan attraction ho jata hai irrespective of gender.
5. Sexual fluidity ki tarah hi innate bisexuality ka bhi concept hai. Jaise jydatar janwaron(animals) aur pakshiyon (birds) me bhi dekha gaya hai ki vo bhi same sex karte hain. To mammals me by birth innate bisexuality hoti hai jiski wajah se hi vo same sex kar pate hain, yehi karan hai kisi kisi me ye attraction paida ho jata h.
6. LGBTQ population sirf bharat me hi 5% hai aur ye bhi vo hain jo khulke samne aye hain. Baki puri milayein to 10% k karib milenge, kyunki lgbt dating app pe bhi bahut log hain jo khud ko bahar heterosexual batate hain par fir bhi vo dating app use karte hain.",Non-anti-LGBT+ content
699,"Vasna खूप भरली आहे आपल्या लोकांमधे 😥🙏त्यांना पण पर्याय नाही आहे, sex करूनच ते लोक पैसे कमाई करू शकतात, government  ne 2% कोटा transgender साठी ठेवला पाहिजे 🙏",Non-anti-LGBT+ content
700,Sir . Female+Female= Boy. Huaa hai ?,Non-anti-LGBT+ content
701,Sir u are genius..............,Non-anti-LGBT+ content
702,Naya maal tu dekho zara. Mtlab seriously is it even worth calling a maal.,Non-anti-LGBT+ content
703,"Guru ji aap lgbt ka gyan na de to hi behtar hoga qki apsirf 35 persent hi gyan de paa rahe hai pahle aap ache se samjh lo khud , ye koi bhi mentality problem nahi hai aur na hi ye attraction and feeling ab aya hai jabse insan dharti pe paida hua hai tabse hai ye prakriti ne diya hai",Non-anti-LGBT+ content
704,Last wali par to mere ko bhi laga is she was once male.But still ye sab dokha hai.,Transphobia
705,"Sari problems. Solve ho gayi ki lasbsin , gay, bi.sexual ,ect . Me kya Antar hai 
Thanks sir . Love you sir",Non-anti-LGBT+ content
706,AGAR YE BAATE HUM GHAR MEIN MOM DAD YA TEACHER SE PUCHE TO JUTE HE PAD SAKTE HAI HAME,Non-anti-LGBT+ content
707,Kon si application h,Non-anti-LGBT+ content
708,Thora pic rehne se last dono aur thoda clear ho jata,Non-anti-LGBT+ content
709, @Rockstar MEMES  Hame fark nahi padta 🤣. U waste ur time in proving something wrong which actually isn't.,Non-anti-LGBT+ content
710,Jo me 1 sal tak nahi samajh paya vo aapne 10 minat me samjha diya,Non-anti-LGBT+ content
711," @psychiatrist  jo jesa bhi hota h ,,, vo god gifted hota h,,,, anyone can't judge them",Non-anti-LGBT+ content
712,Tumhaara video nahi dakhta hu....,Non-anti-LGBT+ content
713,Sir Bi- sexual m female pregnent ho skti hai ???,Non-anti-LGBT+ content
714,Bhai yeh toh aur waahiyat logic hai. Socially acceptable prostitution jaisa sound kar raha yeh.,Non-anti-LGBT+ content
715,सर सोरायसिस के बारे में बताएं,Non-anti-LGBT+ content
716,क्या टाइम आ गेला है,Non-anti-LGBT+ content
717,Inter sex kaise hota hai,Non-anti-LGBT+ content
718,Sir keya inter sex wale bhi sex kr sakte hai,Non-anti-LGBT+ content
719,sorry to say... Main Gaon main 2 saal rahi hu Kothey par bhi jaa sakti hu. Gau ke log wahan ke logoo se jyada khatarnak hotey hai kya?,Non-anti-LGBT+ content
720,Thanks 😊 sir itne achhe se samjhane ke liye.🙏,Non-anti-LGBT+ content
721, @Stealth Ragnarr  dude mein ek teacher hoon..judgemental mat bann..koi kpop fan hote hi teenager nahin hota hai..koi acha dekhnae se gay nahin hota hai..aur agar hai bhi toh tera kya jata hain..for all the above people THIS is the toxic mentality I was talking about..THESE TWO ARE YOUR LIVING EXAMPLE 🙏,Non-anti-LGBT+ content
722, @Niki Gaming  I had done everything at that time. I told i was kidding🙃,Non-anti-LGBT+ content
723,Inse me mila tha lalit me humra hi LGBTQ ka kuch program tha ...vha jo inhone gaana gya tha ....pyar ho gya tb se inse she is so beautiful inse bat kr k bht acha lga or photo inke sath li hai ab thk bhi bht achi memories hai...RANI KOHINAR 😍 LOVE FROM ALL LGBTQ+,Non-anti-LGBT+ content
724,Gajab hai upar wala kuchh bhi bana deta hai 😆😆😆😆,Non-anti-LGBT+ content
725,AJKL LADKO K SAATH DHOKA HO RHA H PHIR..,Non-anti-LGBT+ content
726,"Homosexual अभी नए नहीं आए हैं, ये कई साल पहले से थे, अब तक इसीलिए छुपे थे क्योंकि इससे पहले इनको श्राप की तरह देखा जाता था। वात्स्यान द्वारा लिखी गई कामासूत्र पुस्तक में almost 70 तरह के gender का वर्णन है।",Non-anti-LGBT+ content
727,"Khan sir, Kya Homo-Sexual sex enjoy karte hai ?",Non-anti-LGBT+ content
728,Bachpan se he. Sexual orientation is even before birth.,Non-anti-LGBT+ content
729,"Thanks for making this video sir❤️
Ye sab knowledge koi share hi nehi karta, apne hum logo ye knowledge dia is lie bohot sara dhanyebad. Ab hum vi kisi ko ye knowledge share karenge taki sabko pata chala ye sab logo ka mazak urana band kare unhe vi respect mile❤️🙏🙏
Thank you sir❤️❤️",Non-anti-LGBT+ content
730, @अनुराग चौधरी  thappad nahi marna chahiye tha usne,Non-anti-LGBT+ content
731,Ye vi jougde ban sakte h,Non-anti-LGBT+ content
732, @Gajab Khabre | गज़ब खबरे  aapki awaz pyari hai.,Non-anti-LGBT+ content
733,I don't understand last 2,Non-anti-LGBT+ content
734,Kya video hai yaar...it's amazing,Non-anti-LGBT+ content
735,"Khan sir sa va umid ni thi mansik bimari, un normally LGBTQ vala log hota ha 😔",Non-anti-LGBT+ content
736,कोई भी difficult चिज को easily समझा दे उसे खान सर कहते हैं,Non-anti-LGBT+ content
737,Me gay,Non-anti-LGBT+ content
738, @Aryan Kashyap  ekdm sahi bro,Non-anti-LGBT+ content
739,किन्नर को दाडी मुच होती है क्या,Non-anti-LGBT+ content
740, @vijeta shaarmaa  right bola apne ...per mix bola hai so sab samj aata hai 😂,Non-anti-LGBT+ content
741,Sir Intersex ki appearance kesi hoti hai?,Non-anti-LGBT+ content
742,Kaun do kaudi?,Non-anti-LGBT+ content
743,Ayesa kuch bhi nhi h,Non-anti-LGBT+ content
744,Arrre... Bhai yeh kya... Tu toh sab ke andar ka baat bol diya....,Non-anti-LGBT+ content
745,"ggaon me 2 sal rahkar aaye ho to khote me bhi jaa sakte ho....kya gaon kotha ka dusra roop hai....bewkuf female ....shame on you...
but you have done great work for hopeless women ....",Non-anti-LGBT+ content
746,Pyese kmao fir surjery kra lo doctor se ok,Non-anti-LGBT+ content
747,Sir hijra kaisi hota hai or unka parsonal peas kaisa hota hai,Non-anti-LGBT+ content
748,उलटा सीधा नासमझाये,Non-anti-LGBT+ content
749,Ye krna chahia sirf aesa logo ko jisko medical staff consider kre ke ye female hei to eske male parts ko nikalna chahia... It's just for intersex people,Non-anti-LGBT+ content
750,Bht bdiya khan sir ❤️,Non-anti-LGBT+ content
751,Stud launde 😀😀😀,Non-anti-LGBT+ content
752,Sir Hitler kii bara ma plz video banaa,Non-anti-LGBT+ content
753,Sir ap sbse alg ho ao koi bhi chij smghate ho to vo sabse alg smghate ho,Non-anti-LGBT+ content
754,"Khan Sar, aapka बहुत-बहुत Shukriya, aapane Itni acchi Tarah Se Samjha Diya, itne Salon se Ham Aaj Tak bhi detail Iske bare mein samajh Nahin Paye, Jo aapane Ek video  Mein Sab Kuchh  Samjha Diya,  iske liye Aapka Dil Se thanks, Sar lekin mujhe video mein ek Kami dikhi, agar aap ine Sare group ki gender animation clip ya inke guptango ki clip animation dwara dikhate, ya Chauk se bord par, figure banate To Hamen detail Mein, pura sab Kuchh samajh me Aata Sar, aapka बहुत-बहुत.  Dhanyvad.",Non-anti-LGBT+ content
