lang,text,category,label,,transliterated_from_spanish
hin,Sab na apna kela 🍌jad sa kat diya 🤣🤣🤣,transphobic,2,TRUE,
hin," @neha khanna  App lesbian Ho kya,, isme kya hota h vese",homophobic,0,FALSE,
hin,Sahi baat hai😂😂,transphobic,2,TRUE,
hin,Hinjra ka dudh bhi niklte h Kya ?,transphobic,2,TRUE,
hin, @Sandeep Kumar  nahi bhai vo gay nahi hai. vo bas makeup esa karwata hai😂,transphobic,2,TRUE,
hin,ससुरा अब समझ आया मोदी ने जशोदा बेन को क्यों छोड़ दिया था,homophobic,0,FALSE,
hin,Last wali par to mere ko bhi laga is she was once male.But still ye sab dokha hai.,transphobic,2,TRUE,
hin,yaar opertion krwa ke koi bhale hi larki kyu na ban jae magar sawal ye hai ki kya wo ek real women hai kyuki bus dikh waise sakhte ho kapre waise pehen sakte ho makeup bhi magar periods baccho ko janam dena ye possible hi nhi hai,transphobic,2,TRUE,
hin,😂😂last Wale tomboy ne hsa hi diya,transphobic,2,TRUE,
hin,"Adam Zampa and Marcus Stoines
😂😂😂😂😂😂😂😂😂😂😂😂",homophobic,0,FALSE,
hin,Goli maro in laundo ko,transphobic,2,TRUE,
hin,Toh gauri bnke psnd krlo phir,transphobic,2,TRUE,
hin,Ek aur category hai sir..Tick-tocker wala,transphobic,2,TRUE,
hin,Ek aur gender hota h -tik tok wale 😂,homophobic,0,FALSE,
hin,🙄🙄🙄🙄🙄🙄 ye sab kya dekhna pdh raaha hai,transphobic,2,TRUE,
hin,Gaaawr or puad log gays ko kinner samaj ttahe h,transphobic,2,TRUE,
hin,Kuch bhi😂😂😂😂😂😂😂,homophobic,0,FALSE,
hin,"""Gay"" भारतीय रेल में पाए जाते हैं 🤔😉",transphobic,2,TRUE,
hin,"Ye sab Bina makeup k 
 Boy he lagte h",transphobic,2,TRUE,
hin,"Aajkal ki ladkiyo k bhav dekkhar lgta hai, sabhi lesbian hi hai 😂😂😂",homophobic,0,FALSE,
hin,"No.. surgery make them a hizra ... 😂🤣😋
Nature se khilwad kroge to esa hi hoga..😋",transphobic,2,TRUE,
hin,Achcha h didi bn jao,transphobic,2,TRUE,
hin,Thode din baad Karan johar ka name bi isme aayenga,homophobic,0,FALSE,
hin,मलिक कफूर भी हिजड़ा था,homophobic,0,FALSE,
hin,Bisexual ko aasan bhasa me gelchoda bhi keh sakte hai,transphobic,2,TRUE,
hin,Faisu or Riyaz ka naam kyu ni add kiya,transphobic,2,TRUE,
hin," @Putin  ishme kya hashna huwa ? tere ghr m esa koi janam nhi lega tu kese sure bol sakta h? hospital m check krae lesbian n gay,unka hormonal balance straight log se alag h... biology prove kr chuka h.",homophobic,0,FALSE,
hin, @Babli Thakur  yesab ky ho gya h jo ldki banne ka shauk rakhte h 😂😂,transphobic,2,TRUE,
hin,Bhai what happened to their genital organs ? Vagina kaise hoga ?How can they become woman ? Testicles nikal ke ovaries transplant kia kya ? Aur nakli breast hai ki ke actual breasts hai ?,transphobic,2,TRUE,
hin,Male and female hota h bro..or shemale kuch nahi hota she warna jaldi hemale bhi aajeyaga😁😂,transphobic,2,TRUE,
hin,Tomboy hona to thoda bahut patvarish par bhi depend karta hoga,homophobic,0,FALSE,
hin,हमारे कुछ बड़े बडे नेताओं मे भी गे और लेस्बियन है मुझे एसा प्रतीत होता है 😀,transphobic,2,TRUE,
hin,"गुरु जी हमारे यहाँ बाई सेक्सुअल को नबाबी शौक बोलते हैं।😊
वैसे आप बहुत अच्छा समझाते हैं।।",transphobic,2,TRUE,
hin,"Battmiji to ye hijde krte h sbse 
Hmne ek baar bahut koota tha doda doda kr 
Battmiji kr rhe the aakr train m 🤣🤣",transphobic,2,TRUE,
hin,"Mard the tabhi thik the abhi kitna bhayanak lagte ho 
Itna hi hai to ladke ka hi gene implant karlo na q itni magaj maari BC",transphobic,2,TRUE,
hin,Ayush ansh is gay,homophobic,0,FALSE,
hin,NAUZUBILLAH!!,transphobic,2,TRUE,
hin,Swapnal shinde kaha se khubsurat dikhti hai .jis gay ke pas paisa hai change ho ke lady ban jata hai .hadd hai yr ..aaj se 100 saal ya pehle kyo ni yeh paida hote the ..kehte hain bhagwan ne yeh kiya hai .hoti apni galti hao,homophobic,0,FALSE,
hin,Aapko interst h homosexual me,homophobic,0,FALSE,
hin,There is number of tomboy in my school 🏫😂😂🙄,transphobic,2,TRUE,
hin,ye sb mental disorder h sb chutiyapa h,transphobic,2,TRUE,
hin,"Trans gender - ex- faisu, riyaz 😂",transphobic,2,TRUE,
hin,I think ..Ye dimaagi bimaari h..or Kutch nhi,transphobic,2,TRUE,
hin,Lesbian ho Kya 🤣🤣..,homophobic,0,FALSE,
hin, @Priyanshu Kashyap  kyu kii Muslim community mein homosexual accept kabhi nahin kiya jata ... Aur otherwise I respect each and every religion 🙏😠,homophobic,0,FALSE,
hin,Yha pr koi gay h 😀😀,homophobic,0,FALSE,
hin,Agar attract ni hote tb samjhiye ki gadbad h 😃😃😃😃 . Statement was just hilarious,homophobic,0,FALSE,
hin,लगता है इन को लड़की बनना अछा लगता है,transphobic,2,TRUE,
hin,Maja Aya 😂,transphobic,2,TRUE,
hin,Aaj kl kai variety h lmao 😂😂😂😂,transphobic,2,TRUE,
hin,Gay be like :-) dost dost na rha 😂,homophobic,0,FALSE,
hin,He said Atractiin nai ho raha he to gadbad he ...😂🤣,homophobic,0,FALSE,
hin,मोदी भी gay है क्या,transphobic,2,TRUE,
hin,1:06 To sir ji iska matlab ki Homo sexual log gadbad hai ? 😶,homophobic,0,FALSE,
hin,Sale ladke se ladki ban gaye,transphobic,2,TRUE,
hin,ge mane karn johar. aur. saru kh khan. 😂😂🤣🤣🤣,transphobic,2,TRUE,
hin,"I like the phrase ""adha normal""😁",transphobic,2,TRUE,
hin,lanat nor respect,homophobic,0,FALSE,
hin,"भक्क गुडबक, तू ""वह"" तो नहीं ना 😂",homophobic,0,FALSE,
hin,Bc tum log sbko transgender bnaoge😂😂,transphobic,2,TRUE,
hin,Oh my good gajab ka dhoka hai,homophobic,0,FALSE,
hin,Chutiyao ki kami nahi hai ek dhundo ek lakh milte hai,transphobic,2,TRUE,
hin,hum to inhe chakkhe hi bolte hai,transphobic,2,TRUE,
hin,Mera gaon me ek waisa hi h,transphobic,2,TRUE,
hin,यह तो प्रकृति के नियमों के खिलाफ है नामर्द कहीं के,transphobic,2,TRUE,
hin,Intersex wale log khud se khud main ghusa lenge 😂,transphobic,2,TRUE,
hin,N movir jab pyaar kiya to darna kyaa..KARAN JOHAR Ko issein sikhna chahiye..sala harami,homophobic,0,FALSE,
hin,Peso k liye insan kis had tak gir gaya 🤮🤦🏻‍♂️,transphobic,2,TRUE,
hin,"Tu khud ku nahin bun jata lesbian , yaha Patna me tere ghar ke pass toh rahti hai lesbian",homophobic,0,FALSE,
hin, @U K  Ban jao. Kisne roka hai?,transphobic,2,TRUE,
hin,Jin logo ne jendr chej kiya h wo Sab hi filmi duniya main chale gya wahi inhe apnaty h,transphobic,2,TRUE,
hin,Gaurav bilkul nhi pehchan me aaraha,transphobic,2,TRUE,
hin,Ye sab zehni bimari se grasit log hain inse inspiration na len koi,transphobic,2,TRUE,
hin, @yaaaahoooo....  ha.sir ne.nahi kaha ..is topic par...par tiktokers ko hoti h esi aadat 🤣🤣🤣🤣vo ladki ke kapde pahnte the😁😂😂🤣🤣🤣,transphobic,2,TRUE,
hin,Ye sare log famous log hi ku hote h... Koi esa Banda btao jo gao ka ho aur ladki bn gai ho... Sb hramkhor h sale,transphobic,2,TRUE,
hin,Jab gay dogy style krta hoga to int se int takrata hoga🤣🤣🤣,homophobic,0,FALSE,
hin,Gay ka example karan Johar 😂😂,homophobic,0,FALSE,
hin,"Pagal zehni mereez logg 
Inka toh hmare panah clinic se illaj krana chahiey inke zehen ka",transphobic,2,TRUE,
hin,Gaurav aur shinata ko kya ho gaya tha..matlab wo dono to pura masculine guy the. Aaj bhi digest nahi hota mujhe.,transphobic,2,TRUE,
hin,Abe salo kyo Bhagwan ki kala karty ke sath chhed chhad kr rhe ho Agla Janm na purush ka milega na mahila ka Dhikkar h Tum jaise Mnushy pr,transphobic,2,TRUE,
hin,Wow mehsus hua ke ladki trh hu to bn gye kya baat h,transphobic,2,TRUE,
hin,Aur inki kismat me marna he likha hota hai jinda ya murda,transphobic,2,TRUE,
hin,"Aaj kal pata nhi chalta hai ki agar koi hijra real hai ya fake, aur jaise rani ji ne bataya ki blessing dete hai wo humein kaise pata chalega ki blessing ya dua bhagwan tak pohochti hai?",transphobic,2,TRUE,
hin,Sayesha shinde looks dangerous,transphobic,2,TRUE,
hin,Ab tumhare jaisa ho gya😂,transphobic,2,TRUE,
hin,Tom girl ka Example hai Priyanka Gandhi. Vo bhi baal dekhiye ladko ki tarah rakhati hai. Ab to nara bhi di hai UP me ladki hu lad sakti hun.,transphobic,2,TRUE,
hin,Me bss ek ladka ko tapa tap diya tha but me gy nhi hu,homophobic,0,FALSE,
hin,Ye gey h ky monti Roy,transphobic,2,TRUE,
hin,Us waqt yah sirf gay tha aaj yah transgender women ban gya hai.. he is on therapy...,transphobic,2,TRUE,
hin,"Attract nahi hota hai toh garbar hai....
Seriously!!!!",homophobic,0,FALSE,
hin,Bcche to paida ho hi nhi sakte😂😂,transphobic,2,TRUE,
hin,"Kinner,inter sex....samlengik kese hi sakta hai....😂😂😂kuch bhi..",transphobic,2,TRUE,
hin,Sala itne achi abbs wali body sod ke ladki band gaya ab marie gand 😂😂,transphobic,2,TRUE,
hin,Paisa h to mumkin h garib k bachcho ko q nhi aati ye feelings,transphobic,2,TRUE,
hin,"Aap gay nahi transgender hain .

👍👍👍👍❤❤❤❤",transphobic,2,TRUE,
hin,Gay ka matalb he only boy s boy pasand aate he unko boy k sath hi atrect hota he or aaj kal gay log ladaki ban bhi Jaye to use koy accpet nahi karega ek to sargary or upesr se phir bhi tane ise accha gay hi thik he,homophobic,0,FALSE,
hin," @akbar ali  First of all , I know that they are Trans , Second , Please comment carefully padh lijiye.",transphobic,2,TRUE,
hin,Saalon mard Hoke aurat kyon bangaye bay .🐱😺🐹🦊🐶🐮🦊🐹🐶🐮😺🐱,transphobic,2,TRUE,
hin,Inko boobs kaise aata hoga 😂😂,transphobic,2,TRUE,
hin,"Ye sab kya dekhna pad raha hai...

Paison k liye kya kya kar rha hai insaan

Aur usse ghatiya baat ye hai jo in logon k pyaar mein pad jaate hain paise k liye ya aise hi....thoo behenchod dono pe",transphobic,2,TRUE,
hin,Koi lesbian hoga 😂😂😂,homophobic,0,FALSE,
hin,Vosodeke harmon ka goli kha ke ladki bana huwa hi,transphobic,2,TRUE,
hin,Gay log bahut ho gye hain,homophobic,0,FALSE,
hin,LGB in tino ko bhagao india se.. 🤮🤮,homophobic,0,FALSE,
hin,Kyu ladki banne ki chul h inko bagwan ne jaisa banaya vese hi raho na,transphobic,2,TRUE,
hin,Homosexual to tab hota h ladka jab ladki nhi milti 🤣🤣,homophobic,0,FALSE,
hin,"Amieeron k chochle
 bade ashlil hote h 😜😜😜 .",transphobic,2,TRUE,
hin,ye log sir society ke liye gandh hai inka social boycott hone chaiye.,transphobic,2,TRUE,
hin,he is khinnar.not gay.,transphobic,2,TRUE,
hin,Agar attract nhi ho raha hai toh gadbad hai.... 😜 Khan sir 👌,homophobic,0,FALSE,
hin,Hat 6ke,transphobic,2,TRUE,
spanish,"Bastante trola la publicidad. Ésto se está llendo a la mierda, no se saben qué putas son, si mal nutridos, mujeres,maricones, travas. La puta madre",homophobic,0,FALSE,
spanish,Y que derechos no tiene el colectivo trans?,transphobic,2,TRUE,And what rights does not have the trans group?
spanish,PEDAZO DE GAY. — a,homophobic,0,FALSE,
spanish,🥺❤️😭 la más maricona,homophobic,0,FALSE,
spanish,díganme por que un gay en twitter me acaba de decir puta,homophobic,0,FALSE,
spanish,"Es que eses (jjjjj) usuaries con bandera rosa-celeste y con avatar de monas chinas, son bots pro trans y no hay que hacerles caso, bloquéalo tú y no dejes de comentarnos lo que quieras, hermana. Aquí de hemisferio a hemisferio, todo es casa feminista.",transphobic,2,TRUE,"It is that these (jjjj) uses with pink-ceremony flag and with Avatar of Chinese cute, they are pro trans bots and you do not have to listen to them, block it and do not stop telling us what you want, sister. Here hemisphere to hemisphere, everything is feminist house."
spanish,"De manos de sus parejas nena ! Informate, sali del cascarón, no sabés que hay hombres gay ? No lo sabés o te haces la tonta expresamente ? . Hay violencia en todos los géneros, vos que te la querés dar de tan adelantada, informate del tema. Me enerva tu Ignorancia",homophobic,0,FALSE,
spanish,"acá está claro el »borrado de las mujeres«, necesario debido a los varones trans que son las únicas personas menstruantes o gestantes que aunque son hembras no son mujeres.",transphobic,2,TRUE,"Here is clear the »erase of women«, necessary due to trans marons who are the only menstruating or pregnant people who although they are females are not women."
spanish,"El pijo, el gordo, el negro, el gay, el sudaca, la puta, el cayetanito, ""no como yo, diferente, porque yo soy de barrio popular"", las ""clases populares""... Es retorica fascista y antiigualitaria típica del bullying normo hetero patriarcal. Se llama Juan o Pepe, no ""cayetanito"".",homophobic,0,FALSE,
spanish,"En lo personal soy mujer y tengo que lucir bien;no puedo ir por la vida en pijama porque soy lesbiana o dejada. Estoy obligada a encajar en una sociedad que compite con otras mujeres,y sino lo hago soy lesbiana. Debo llamar la atención de los hombres, ah pero si lo hago: soy puta",homophobic,0,FALSE,
spanish,"Gay, seguro.",homophobic,0,FALSE,
spanish,"Los Uribistas emputados con Riaño por decirle pobre, negro y gay a Polo polo. Pero en solidaridad con J Balvin después del Beef de Residente 🤣🤣🤣",homophobic,0,FALSE,
spanish,"Estoy escribiendo el guión de una peli. Protagonizada por una mujer transexual negra gitana que trabaja en Open Arms recogiendo inmigrantes en el Mediterráneo y cuyo padre, antiguo militar Franquista, abusó de ella. Será una puta mierda pero nadie tendrá huevos a criticarla!!",transphobic,2,TRUE,"I am writing the script of a movie. Starring a gypsy black transsexual woman who works at Open Arms collecting immigrants in the Mediterranean and whose father, former Franco's military, abused her. It will be a fucking shit but no one will have eggs to criticize it !!"
spanish,"Después, si a una lesbiana le da asco el pene, ahí todos re felices y no se quejan. Después un hetero le da asco el pene y es porque les da asco los trans. Dejen de romper las pelotas, y dejen vivir a la gente, loco. Piden respeto y no saben respetar los gustos ajenos 🙄",transphobic,2,TRUE,"Then, if a lesbian disgusts his penis, there all re happily and do not complain. Then a hetero disgusts his penis and it is because they disgust the trans. Stop breaking the balls, and let people live, crazy. They ask for respect and do not know how to respect the tastes of others 🙄"
spanish,Alguien sabe cuál es ese roce entre las trans y con maricas que solo no entiendo hasta creo que no dejan ser su sexualidad por ese roce que no se porque existe,homophobic,0,FALSE,
spanish,Oye los vateres estos que se baja la tapa sola son para maricones que mean sentados o que? jajajaj que no me deja mear en paz la puta tapa,homophobic,0,FALSE,
spanish,"Cada vez tengo más claro que soy discriminado por tres cosas: ser homosexual, ser de centro en España y sentirme igual de español que de catalán en Cataluña.",homophobic,0,FALSE,
spanish,la misma cara de zorra pelirroja lesbiana tetas gordas. literalmente crearon ese personaje inspirándose en mi,homophobic,0,FALSE,
spanish,"a mi no me gusta encanto pero los gringos 1 SEGUNDO LES PIDO que dejen de ponerle a todo gay o trans? encanto es una película para la representación latina, enfoquemonos en eso y dejen de gringoficar a los personajes dios mio",homophobic,0,FALSE,
spanish,Es un chico trans-specie,transphobic,2,TRUE,He is a transpecie boy
spanish,"Por no hablar del daño psicológico que causa meterles en la cabeza a niños y niñas que ni siquiera tienen madurez y conciencia suficiente un sentimiento subjetivo de ""identidad de género"" con cero evidencia científica, así como que pueda haber menores con tratamientos hormonales",transphobic,2,TRUE,"Not to mention the psychological damage that causes them to put children who do not even have maturity and sufficient awareness of a subjective feeling of ""gender identity"" with zero scientific evidence, as well as there can be minors with hormonal treatments"
spanish,yo ni loco ql lo único q daban a las 1 de la tarde era la puta sección de Héroes plw mala puro Ben 10 y max steel en esa wea y después te tiraban 20 capitulos de Pokémon blanco y negro con ese wn de pelo verde homosexual q tenía un mono todo inutil no como N. N dame un hijo porfa,homophobic,0,FALSE,
spanish,"Pendejo, la gente lo vería para saber cuando le va a cumplir (el sartal de mentiras que prometió) , no para quejarse como puta de bar gay.",homophobic,0,FALSE,
spanish,"No se por qué , estoy segura que tiene un aborto en el placard. Hermana eras prostituta vip. Por elección las trans que críticas no les queda otra. NO LES DAN TRABAJO. Deja de odiar",transphobic,2,TRUE,"I don't know why, I'm sure he has an abortion in the closet. Sister you were prostituta vip. By choice the trans that criticisms have no other. They do not give them work. Stop hating"
spanish,Ese derecho de identidad de género no es universal. Y tú interpretación subjetiva de lo que es discriminacion me tiene sin cuidado.😎,transphobic,2,TRUE,That gender identity right is not universal. And your subjective interpretation of what is discrimination without care.😎
spanish,"cuando piensas en leyes de género, e inclusión piensa como ser vería el fútbol feminnio con los trans q por más hormonas, aún mentienen la contextura de un hombre solo q con tetaa...",transphobic,2,TRUE,"When you think of gender laws, and inclusion thinks how to be feminnium football with the trans that for more hormones, they still lie the context of a man just who with Tetaa ..."
spanish,tampoco sé si silenciar la palabra trans porque este me ha hecho muchisimo daño y ya no sé como encontrarme en un espacio seguro donde sepa 100% que no me voy a encontrar con burradas como las que acabo de leer,transphobic,2,TRUE,Nor do I know if silence the word trans because this has made me a lot of damage and I no longer know how to find myself in a safe space where I know 100% that I am not going to meet burradas like the ones I just read
spanish,"El casco de hamilton tiene la bandera lgbt y trans dibujada, por algo perdió.",transphobic,2,TRUE,"The Hamilton helmet has the LGBT and trans flag drawn, for something lost."
spanish,Viste odio a los jojofans encima son todos trans y cosas así entonces no puedo seguirlo porque enseguida salen con cosas como ay terfs,transphobic,2,TRUE,You saw hate the jojofans on top are all trans and things like this so I can't follow it because they immediately come out with things like Ay Terfs
spanish,"Cobarde no, MARICA.",homophobic,0,FALSE,
spanish,puta lesbiana,homophobic,0,FALSE,
spanish,"La pareja expresó que su unión sirve como protesta en contra de los diputados locales que tienen ""congelada"" la aprobación de los matrimonios igualitarios en el Edomex.",homophobic,0,FALSE,
spanish,O cuando sepan que había una reno transexual y por eso corrían tanto los renos que iban delante 😂😂,transphobic,2,TRUE,Or when they know that there was a transsexual reindeer and that is why the reindeer in front of them ran 😂😂
spanish,"Aca se lo llama ministerio de la mujer, que se encargan de hacer propuesta como pintar algunos asientos en lugares publicos representando al feminicidio o que a los trans, homosexuales o que se sienta de otro genero y sufrio de mal trato se le paga un subsidio estatal",homophobic,0,FALSE,
spanish,Hora de hacerse trans,transphobic,2,TRUE,Time to get trans
spanish,"Cómo hijueputas pueden hacer copia en una prueba estatal, hay que ser marica.",homophobic,0,FALSE,
spanish,Nazi puta que estas equivocada lesbiana ctm...,homophobic,0,FALSE,
spanish,"Son unos hijos de puta, irresponsables, forros, maricones, y egoístas.",homophobic,0,FALSE,
spanish,Guau el puto con foto de coreano quiere reproducción de visitas porque los gay no se pueden reproducirse entre ellos,homophobic,0,FALSE,
spanish,hijo de la re contra mil puta ya vas a ver gay de mierda te voy a sacar los ojos y los voy a cocinar y se los daré de comer a tu vieja,homophobic,0,FALSE,
spanish,"mira que yo pensaba que eras homosexual, pero nunca crei que fueras tan puto hijo de mil puta como vas a odiar el frio😡",homophobic,0,FALSE,
spanish,Feliz día del #Orgullo2020 Puto Chino Maricón de #PutoChinoMaricon. #Orgullo #OrgulloLGTBI,homophobic,0,FALSE,
spanish,Qe poquito os qeda mierdas estp de jugar con el dinero y el tiempo de la gente no os va a salir gratis hijos de la gran puta voy a acabar con vosotros uno a uno cerdos de mierda me cago en vuestros muertos maricones que no tenéis huevos a dar la cara malnacidos,homophobic,0,FALSE,
spanish,mira gordo de re mierda hijo d una gran camionada de putas escoria de la vida bidon de leche lubricante natural culo abierto homosexual retardado mental donde SE TE OCURRA sacarme este puesto TE JURO POR DIOSITO que te abro el estomago con mis propias manos y me como tus organos,homophobic,0,FALSE,
spanish,"Necesito un video de alexa diciendo marica que putass, cuando sea mi amiga la obligo a hacerlo, oks?? Ustedes tranqui",homophobic,0,FALSE,
spanish,"Imaginate ser transexual, tipo, ¿tan indeciso vas a ser ?",transphobic,2,TRUE,"Imagine being transsexual, guy, how undecided will be?"
spanish,que es lip haciendo obsesivo con esto estooopido puta? actualmente quiere una cena y bueno? lmfao y hacer unos estooopido puta sienta más estooopida? porque libre terapia? #Shameless so que les jode es ella haciendo mintiendo acerca siendo una lesbiana?,homophobic,0,FALSE,
spanish,"LOS FRANCESES QUIEREN VENIR A ESPAÑA, QUIEREN PASÁRSELO BIEN EN CON VINO, PUTAS, MARICONES TRANSEXUALES Y LESBIANAS...PORQUE ES LO QUE FOMENTA ESTE GOBIERNO DE. MIERDA!!",homophobic,0,FALSE,
spanish,jajaj marica increible,homophobic,0,FALSE,
spanish,twitter antes estaba lleno de gordas y todos los chistes eran de #nocofio ahora lleno de maricones y pajaras que lio,homophobic,0,FALSE,
spanish,Y NO ME IMPORTA L Q DUGAN ESOS PUTOS PERIODISTAS LA PUTA Q LOS PARIO WOOO OOO GAY Q AKENTAEA LSEKECCION,homophobic,0,FALSE,
spanish,"Marica, jamás había tenido tanta hambre como hoy!",homophobic,0,FALSE,
spanish,"Quizas no sabe que una lesbiana, x definición, no puede quedar embarazada ya que sus ovulos. no tienen contacto con espermatozoides...... Ningún asesor que se lo explique ????",homophobic,0,FALSE,
spanish,"Volvamos a los trans. Nacieron con pene y se le impone el género masculino pero no se identifican con esa imposición. . LES DIRÍA: OBVIO, NADIE DEBEN IMPONERTE CÓMO VIVIR!. Hasta ahí estamos bien. La contradicción surge cuando se identifican c el género q se impone a las mujeres!",transphobic,2,TRUE,"Let's go back to the trans. They were born with penis and the male gender is imposed but they do not identify with that imposition. . I would tell you: Obviously, no one should impose how to live! So far we are fine. The contradiction arises when the genre that is imposed on women is identified!"
spanish,"Maric*nes, está muy bien eso de que veáis a los hombres trans atractivos y penséis en intimar con nosotros PERO si seguís haciendo UNICA Y EXCLUSIVAMENTE referencias sexuales falocentristas pues no ayuda mucho y nos sentimos regular la verdad.",transphobic,2,TRUE,"Maric*nes, it is very good that you see trans attractive men and think about intimating with us but if you continue to make falcontrist sexual references unique and exclusively because it does not help much and we feel regularly regulate the truth."
spanish,"Xq mierda me volví así de maricona, la puta que lo re mil parió 😣",homophobic,0,FALSE,
spanish,"Un empujoncito más y tienes tú peak trans, podemos marcar el día en el calendario y hacerte u. Cumpleaños si quieres",transphobic,2,TRUE,"One more push and you have trans trans, we can mark the day on the calendar and make you u. Birthday if you want"
spanish,Lo único bueno que va a hacer Irene montero es la ley trans. En cuanto la saque me voy a identificar como mujer y haré oposiciones a policia por la cuota de mujer con.las pruebas físicas de.mujer. Viva Irene 👏👏,transphobic,2,TRUE,The only good thing that Irene Montero is going to do is the trans law. As soon as I take it I am going to identify as a woman and I will make oppositions to Police for the fee of women with the physical tests of the woman. Long live Irene 👏👏
spanish,"si eres feminista o asexual,bisexual,homosexual,transexual o parte de la legion lbgtqi+y tu familia no te apoya considerame parte de tu familia.... porque yo tampoco te voy a apoyar pinche conchetumare joputa jugadora de LOL feminista hetero",homophobic,0,FALSE,
spanish,"DEBBIE HAYTON, transexual y profesora del RU dice: ""Las mujeres trans son hombres – yo ciertamente lo soy, ya que soy padre de tres hijos- mientras que las mujeres son mujeres"".",transphobic,2,TRUE,"Debbie Hayton, transsexual and RU teacher says: ""Trans women are men- I am certainly, since I am the father of three children- while women are women."""
spanish,"Inclusión de lesbianas, gays, transexuales. Siempre los ha defendido el feminismo, pero no estamos dispuestas a incluir a los transgénero, lo sentimos. No soy tan buena, ni tan tonta como para ceder mi espacio vital en favor de señores fetichistas que quieren ocupar nuestro lugar",transphobic,2,TRUE,"Inclusion of lesbians, gays, transsexuals. They have always been defended by feminism, but we are not willing to include the transgender, we feel it. I am not so good, or so silly as to give my vital space in favor of fetishist gentlemen who want to occupy our place"
spanish,"Soy ""no definido"", dadme trabajo de camarero. Aunque signifique dejar en el paro a una mujer, inmigrante y de tez oscura.",transphobic,2,TRUE,"I am ""not defined"", give me waiter's work. Although it means leaving a woman, immigrant and dark complexion in unemployment."
spanish,"1. Las ""mujeres trans"" son hombres. 2. Los ""hombres trans"" son mujeres. No lo digo yo, lo dicen Tortora, Thibodeau, Gray, entre muchos otros grandes nombres de la anatomía y fisiología humana. Ponte a estudiar",transphobic,2,TRUE,"1. The ""trans women"" are men. 2. The ""trans"" are women. I do not say it, Tortora, Thibodeau, Gray, among many other great names of human anatomy and physiology. Put to study"
spanish,"Las mujeres (mujeres eh, no sujetos con disfraz) somos una población históricamente oprimida (no los trans no están oprimidos). El género debe ser abolido pero claro sin género la gentecita como tu se queda sin ""personalidad"".",transphobic,2,TRUE,"Women (women huh, not subject with costume) are a historically oppressed population (not trans them are not oppressed). Gender must be abolished but of course without a genre peoplecita as you run out of ""personality."""
spanish,no son hombres REALES XD son trans deja de invisibilizarlos,transphobic,2,TRUE,They are not real men xD are trans ceases to make them invisible
spanish,"Buena justificación esa...??. Estas diciendo que por ser gay tienes paga. Hoy en día hay paga por comunista, por inmigrante, por gay, por TODO!! Ahhahahaha. Por gilipollas tambien la hay, ahí lo dejo.??‍♂️?",homophobic,0,FALSE,
spanish,uau gracias por fantasmearme maricona!!!,homophobic,0,FALSE,
spanish,Homofobia los cojones. Lo que sí fue delito de ODIO el palizon a los GC de Altsasu solo por ser GC 😂😂😂.,homophobic,0,FALSE,
spanish,"Tiene una hija negra, el pack completo. Seguro que de mayor será transexual.",transphobic,2,TRUE,"He has a black daughter, the complete pack. Surely it will be transsexual."
spanish,"La maricona es q tiene q ahorrar para pagar su cinta de correr, las mariscadas, coca y putas de sindicatos, prensa, tv y a los golpistas y soltar a asesinos.",homophobic,0,FALSE,
spanish,"La educación sexual, esa materia que no quieres tener en las aulas?. Para que los tíos piensen que a las tías las gusta la mano en el cuello mientras follan . Para que las tías piensen que masturbarse es de putas. Para que los maricones pensemos que tenemos que aprender del porno",homophobic,0,FALSE,
spanish,En que mundo ser trans cumple expectativas?,transphobic,2,TRUE,What world will be translated expectations?
spanish,"nadie quiere q las mujeres trans esten en el radfem porq tienen una idea y un objetivo muy diferente q el de las radfems, el transfeminismo quiere crear mas generos para q todas se sientan a gusto con su sexualidad etc y el radfem quiere abolir el género por q por medio de eso +",transphobic,2,TRUE,"Nobody wants trans women to be in the radfem because they have an idea and a very different objective than that of radfems, transfminism wants to create more generos so that they all feel comfortable with their sexuality etc and the radfem wants to abolish the genre by Q through that +"
spanish,yo: Hablando de dos maricone de onlifans. : esos son novios que los maricones son muy putas. (...). Lo que pasa es que nosotros no ejercemos. JAJAJAJAJAJAJAJA,homophobic,0,FALSE,
spanish,Porque las negras lo ven como una conveniencia.,transphobic,2,TRUE,Because blacks see it as a convenience.
spanish,"No divide nada, porque VOX es la única derecha. A mí no me vale que gane tu """"derecha"" 186 diputados para que mantenga sin tocar ni media coma las leyes de izquierda como aborto, LIVG, Memoria historica, matrimonio gay.",homophobic,0,FALSE,
spanish,"Pero es trans, tiene cara de mujer 🤔",transphobic,2,TRUE,"But it is trans, it has a woman's face 🤔"
spanish,Chaqué la trans Jajajajajaja,transphobic,2,TRUE,I chaqua the transs hahahahaha
spanish,"joda empiezo a entender el odio de clase con los ricos, como se van a sorprender de que el 1% sea el que gane mas de 10M/mes, que burbuja tan hijueputa, ya esto y lo del viejo marica con su casa en bahamas es el colmo",homophobic,0,FALSE,
